Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
05:29.3     	13.82 	68.9    	13.90
05:30.2     	13.81 	68.9    	13.90
05:31.1     	13.82 	68.7    	13.91
05:32.0     	13.82 	68.9    	13.91
05:32.9     	13.81 	68.6    	13.92
05:33.8     	13.80 	68.9    	13.92
05:34.6     	13.82 	69.3    	13.93
05:35.5     	13.83 	69.8    	13.94
05:36.4     	13.85 	69.9    	13.94
05:37.4     	13.82 	68.8    	13.95
05:38.3     	13.78 	68.2    	13.95
05:39.2     	13.75 	68.1    	13.95
05:40.1     	13.75 	68.2    	13.96
05:41.0     	13.75 	68.4    	13.96
05:41.9     	13.75 	68.7    	13.96
05:42.7     	13.74 	69.0    	13.97
05:43.6     	13.77 	69.3    	13.97
05:44.5     	13.83 	69.6    	13.97
05:45.4     	13.85 	69.8    	13.98
05:46.3     	13.87 	69.6    	13.98
05:47.2     	13.88 	69.5    	13.99
05:48.1     	13.89 	69.5    	13.99
05:49.1     	13.90 	69.8    	14.00
05:50.0     	13.93 	70.3    	14.00
05:50.8     	13.92 	70.1    	14.01
05:51.7     	13.90 	70.5    	14.01
05:52.6     	13.82 	70.8    	14.01
05:53.5     	13.76 	69.4    	14.01
05:54.4     	13.73 	68.7    	14.01
05:55.3     	13.72 	69.0    	14.01
05:56.1     	13.72 	69.4    	14.01
05:56.6     	13.73 	69.4    	14.01
05:57.0     	13.72 	69.0    	14.01
05:57.9     	13.73 	68.7    	14.01
05:58.9     	13.72 	69.0    	14.01
05:59.8     	13.71 	69.2    	14.01
06:00.7     	13.69 	69.3    	14.01
06:01.6     	13.68 	69.0    	14.00
06:02.5     	13.68 	68.9    	14.00
06:03.4     	13.68 	69.1    	14.00
06:04.2     	13.66 	69.7    	14.00
06:05.1     	13.65 	69.7    	13.99
06:06.0     	13.63 	70.3    	13.99
06:06.9     	13.65 	70.4    	13.99
06:07.8     	13.68 	69.8    	13.98
06:08.7     	13.72 	69.9    	13.98
06:09.6     	13.76 	69.6    	13.98
06:10.6     	13.78 	69.2    	13.98
06:11.5     	13.80 	69.3    	13.98
06:12.3     	13.80 	69.5    	13.98
06:13.2     	13.81 	69.5    	13.98
06:14.1     	13.79 	69.9    	13.98
06:15.0     	13.77 	70.1    	13.98
06:15.9     	13.75 	70.5    	13.98
06:16.8     	13.72 	70.4    	13.99
06:17.6     	13.73 	69.9    	13.99
06:18.6     	13.76 	69.5    	13.99
06:19.5     	13.76 	69.7    	13.99
06:20.3     	13.78 	70.0    	13.99
06:21.3     	13.82 	69.8    	13.99
06:22.2     	13.84 	70.1    	13.99
06:23.1     	13.85 	70.2    	13.99
06:24.0     	13.77 	71.0    	14.00
06:24.9     	13.73 	70.4    	14.00
06:25.7     	13.70 	70.2    	14.00
06:26.6     	13.71 	69.7    	14.00
06:27.5     	13.68 	69.8    	14.00
06:28.4     	13.67 	69.6    	13.99
06:29.3     	13.65 	69.6    	13.99
06:30.2     	13.60 	70.7    	13.99
