Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
02:14.4     	16.76 	63.6    	17.57
02:15.3     	16.92 	62.7    	17.58
02:16.3     	17.01 	61.5    	17.58
02:17.2     	17.13 	62.8    	17.60
02:18.1     	17.27 	63.9    	17.62
02:19.0     	17.33 	63.2    	17.65
02:19.9     	17.40 	63.5    	17.68
02:20.8     	17.44 	63.3    	17.71
02:21.7     	17.59 	65.2    	17.75
02:22.5     	17.65 	64.8    	17.78
02:23.4     	17.66 	64.2    	17.82
02:24.7     	17.67 	65.1    	17.78
02:25.5     	17.67 	66.1    	17.75
02:27.3     	--    	58.1    	17.94
02:27.9     	17.13 	62.6    	17.96
02:28.9     	16.97 	61.8    	17.98
02:29.8     	16.84 	62.4    	17.98
02:30.9     	16.72 	62.4    	17.98
02:31.5     	16.61 	60.8    	17.97
02:32.4     	16.18 	60.1    	17.94
02:33.3     	16.10 	63.0    	17.91
02:34.2     	15.84 	61.0    	17.86
02:35.1     	15.82 	61.8    	17.81
02:35.9     	15.81 	63.1    	17.77
02:36.9     	15.98 	63.3    	17.72
02:37.8     	16.19 	65.4    	17.69
02:38.6     	16.52 	64.8    	17.65
02:39.5     	16.59 	64.3    	17.62
02:40.4     	16.78 	65.5    	17.61
02:41.4     	17.02 	66.1    	17.60
02:42.3     	17.12 	64.3    	17.59
02:43.2     	16.82 	60.3    	17.58
02:44.1     	16.80 	61.8    	17.57
02:45.0     	16.96 	65.3    	17.57
02:45.9     	17.18 	65.1    	17.57
02:46.7     	16.86 	61.7    	17.57
02:47.6     	16.85 	62.7    	17.57
02:48.5     	16.63 	60.1    	17.56
02:49.4     	16.42 	60.4    	17.55
02:50.3     	16.39 	62.2    	17.54
02:51.2     	16.33 	60.8    	17.52
02:52.1     	16.23 	60.7    	17.51
02:53.0     	16.18 	61.4    	17.49
02:54.0     	16.20 	62.8    	17.48
02:54.8     	16.33 	63.2    	17.46
02:55.7     	16.39 	64.1    	17.44
02:56.6     	16.84 	66.5    	17.44
02:57.5     	16.65 	62.0    	17.42
02:58.4     	16.52 	61.6    	17.39
02:59.3     	16.48 	61.4    	17.37
