Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
07:27.3     	14.64 	73.7    	15.90
07:28.2     	14.74 	74.0    	15.88
07:29.1     	14.94 	74.9    	15.87
07:30.0     	14.97 	74.3    	15.86
07:30.9     	15.06 	74.9    	15.85
07:31.8     	15.40 	75.8    	15.85
07:32.6     	15.48 	73.9    	15.86
07:33.5     	15.36 	72.7    	15.86
07:34.4     	15.21 	72.7    	15.85
07:35.3     	15.22 	73.8    	15.86
07:36.2     	15.39 	74.1    	15.86
07:37.1     	15.24 	72.7    	15.85
07:38.1     	15.23 	73.1    	15.85
07:39.0     	15.08 	72.4    	15.85
07:39.9     	14.99 	73.7    	15.85
07:40.7     	15.11 	73.9    	15.84
07:41.6     	14.94 	73.0    	15.84
07:42.5     	14.83 	72.7    	15.83
07:43.4     	14.82 	73.3    	15.83
07:44.3     	14.76 	73.2    	15.82
07:45.2     	14.72 	72.8    	15.80
07:46.1     	14.66 	73.0    	15.79
07:47.0     	14.67 	73.6    	15.77
07:47.9     	14.82 	74.5    	15.76
07:48.7     	15.08 	75.4    	15.76
07:49.6     	15.32 	75.9    	15.77
07:50.5     	15.35 	75.2    	15.77
07:51.5     	15.25 	74.2    	15.78
07:52.4     	15.26 	74.1    	15.80
07:53.3     	15.24 	74.0    	15.81
07:54.2     	15.20 	73.3    	15.82
07:55.1     	15.05 	73.0    	15.83
07:56.0     	15.09 	74.2    	15.83
07:56.8     	15.13 	75.1    	15.84
07:57.7     	15.26 	75.6    	15.84
07:58.6     	15.54 	76.3    	15.85
07:59.5     	15.56 	73.8    	15.85
08:00.4     	15.28 	73.0    	15.85
08:01.3     	15.06 	73.0    	15.84
08:02.3     	14.96 	74.0    	15.83
08:03.2     	15.09 	75.0    	15.83
08:04.1     	15.06 	74.8    	15.82
08:04.9     	15.06 	74.1    	15.81
08:05.8     	14.98 	73.7    	15.80
08:06.7     	15.10 	75.4    	15.80
08:07.6     	15.34 	75.8    	15.80
08:08.5     	15.36 	75.3    	15.80
08:09.4     	15.15 	73.2    	15.80
08:10.3     	15.04 	73.7    	15.79
08:11.2     	15.03 	74.4    	15.78
08:12.1     	14.98 	75.0    	15.77
08:12.9     	15.07 	75.2    	15.77
08:13.8     	15.12 	74.9    	15.76
08:14.7     	15.31 	75.6    	15.76
08:15.6     	15.51 	75.4    	15.77
08:16.5     	15.65 	75.0    	15.78
08:17.5     	15.74 	74.3    	15.80
08:18.4     	15.91 	74.4    	15.82
08:19.3     	15.82 	73.2    	15.85
08:20.2     	15.74 	73.1    	15.87
08:21.0     	15.71 	73.4    	15.89
08:21.9     	15.81 	74.2    	15.91
08:22.9     	15.83 	74.0    	15.94
08:23.7     	15.85 	74.0    	15.96
08:24.6     	15.91 	74.8    	15.99
08:25.5     	15.84 	74.4    	16.01
08:26.4     	15.69 	75.0    	16.03
08:27.3     	15.55 	73.1    	16.02
08:28.2     	15.24 	73.6    	16.01
08:29.0     	15.20 	74.2    	16.01
08:30.1     	15.11 	73.6    	16.01
08:31.0     	15.06 	73.7    	16.00
08:31.8     	15.10 	74.7    	16.00
08:32.7     	15.18 	74.0    	15.99
08:33.6     	15.02 	73.2    	15.95
08:34.5     	14.80 	72.9    	15.91
08:35.4     	14.67 	72.9    	15.89
08:36.3     	14.61 	73.2    	15.87
08:37.1     	14.74 	74.2    	15.85
08:38.1     	14.86 	74.2    	15.84
08:39.0     	14.97 	74.1    	15.83
08:39.8     	15.07 	74.4    	15.82
08:40.7     	15.17 	73.7    	15.81
08:41.6     	15.05 	73.5    	15.80
08:42.5     	15.03 	74.3    	15.78
08:43.5     	15.03 	73.7    	15.77
08:44.4     	14.89 	73.5    	15.75
08:45.2     	14.77 	73.7    	15.73
08:46.2     	14.85 	74.2    	15.71
08:47.1     	14.84 	73.7    	15.69
08:47.9     	14.98 	73.6    	15.67
08:48.8     	14.74 	72.4    	15.64
08:49.7     	14.69 	73.0    	15.61
08:50.6     	14.64 	73.1    	15.58
08:51.5     	14.76 	73.1    	15.56
08:52.4     	15.08 	73.8    	15.55
08:53.3     	15.22 	74.4    	15.55
08:54.2     	15.40 	73.3    	15.55
08:55.1     	15.38 	73.3    	15.56
08:55.9     	15.48 	73.1    	15.57
08:56.8     	15.43 	72.6    	15.58
08:57.8     	15.34 	72.7    	15.59
08:58.7     	15.45 	72.4    	15.60
08:59.6     	15.41 	72.2    	15.62
09:00.5     	15.29 	72.9    	15.63
09:01.4     	15.49 	73.9    	15.65
09:02.3     	15.66 	74.6    	15.67
09:03.2     	15.64 	73.3    	15.69
09:04.0     	15.61 	73.5    	15.72
09:04.9     	15.60 	72.1    	15.73
09:05.8     	15.22 	72.3    	15.72
09:06.7     	15.60 	71.7    	15.73
09:07.6     	15.29 	72.6    	15.73
09:08.5     	15.03 	72.7    	15.72
09:09.4     	15.00 	73.0    	15.72
09:10.3     	15.08 	72.9    	15.72
09:11.3     	14.81 	72.0    	15.70
09:12.1     	14.72 	72.9    	15.68
09:13.0     	14.88 	74.0    	15.67
09:13.9     	15.11 	73.3    	15.65
09:14.8     	15.10 	73.3    	15.65
09:15.7     	15.20 	73.1    	15.64
09:16.6     	15.12 	72.3    	15.62
09:17.5     	14.93 	72.7    	15.60
09:18.4     	15.00 	72.8    	15.58
09:19.3     	15.12 	73.6    	15.58
09:20.2     	15.29 	72.7    	15.58
09:21.0     	15.22 	73.6    	15.59
09:22.0     	15.38 	73.0    	15.60
09:22.9     	15.39 	72.8    	15.60
09:23.7     	15.31 	71.8    	15.60
09:24.6     	15.18 	72.4    	15.61
09:25.6     	15.16 	72.6    	15.61
09:26.5     	15.09 	72.6    	15.61
09:27.4     	15.27 	73.2    	15.62
09:28.3     	15.30 	72.0    	15.62
09:29.2     	15.22 	72.6    	15.63
09:30.1     	15.24 	71.8    	15.63
09:31.0     	14.89 	71.7    	15.62
09:31.8     	14.88 	72.6    	15.61
09:32.7     	14.98 	72.7    	15.60
09:33.6     	14.85 	72.2    	15.57
09:34.5     	14.99 	73.5    	15.57
09:35.4     	15.05 	72.7    	15.56
09:36.3     	14.96 	71.8    	15.54
09:37.2     	14.73 	71.7    	15.52
09:38.1     	14.67 	71.8    	15.50
09:39.1     	14.60 	71.8    	15.47
09:39.9     	14.54 	72.2    	15.44
09:40.8     	14.58 	72.8    	15.42
09:41.7     	14.68 	72.8    	15.39
09:42.6     	14.53 	71.6    	15.36
09:43.5     	14.51 	72.3    	15.33
09:44.4     	14.74 	72.7    	15.32
09:45.2     	14.74 	72.6    	15.31
09:46.2     	14.91 	74.1    	15.31
09:47.1     	15.09 	72.1    	15.31
09:47.9     	14.74 	72.0    	15.30
