Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
00:00.8     	--    	59.2    	
00:00.8     	--    	0xFD 0  	
00:01.7     	--    	59.2    	--
00:02.6     	--    	59.2    	--
00:03.5     	--    	59.2    	--
00:04.2     	16.78 	62.4    	17.37
00:05.0     	16.78 	64.9    	17.37
00:06.0     	16.78 	64.9    	17.37
00:06.9     	16.78 	64.9    	17.37
00:07.8     	16.78 	65.0    	17.37
00:08.0     	16.78 	65.0    	17.37
00:08.7     	16.78 	65.0    	17.36
00:09.6     	16.77 	65.0    	17.35
00:10.4     	16.78 	65.0    	17.35
00:11.3     	16.78 	65.0    	17.36
00:12.3     	16.81 	65.1    	17.37
00:13.1     	16.90 	65.1    	17.36
00:14.0     	17.11 	64.8    	17.36
00:14.9     	17.35 	64.6    	17.37
00:15.8     	17.59 	64.1    	17.38
00:16.7     	17.78 	63.5    	17.39
00:17.6     	17.94 	63.1    	17.41
00:18.4     	17.99 	62.0    	17.43
00:19.5     	17.90 	62.1    	17.44
00:20.4     	17.87 	62.6    	17.50
00:21.2     	18.13 	62.4    	17.55
00:22.1     	18.18 	61.9    	17.54
00:23.0     	18.08 	61.3    	17.54
00:23.9     	18.04 	60.9    	17.59
00:24.8     	18.03 	60.9    	17.61
00:25.7     	17.95 	61.0    	17.61
00:26.6     	17.88 	60.9    	17.60
00:27.5     	17.81 	60.9    	17.60
00:28.4     	17.82 	61.8    	17.60
00:29.2     	17.76 	61.8    	17.61
00:30.1     	17.74 	61.2    	17.62
00:31.0     	17.77 	61.2    	17.63
00:31.9     	17.87 	61.6    	17.64
00:32.9     	17.89 	61.5    	17.66
00:33.8     	17.86 	61.0    	17.67
00:34.7     	17.86 	60.5    	17.69
00:35.6     	17.83 	60.5    	17.70
00:36.5     	17.83 	61.0    	17.72
00:37.3     	17.87 	61.4    	17.73
00:38.2     	17.95 	61.9    	17.74
00:39.1     	18.09 	62.6    	17.75
00:40.0     	18.30 	62.3    	17.77
00:40.9     	18.46 	62.3    	17.79
00:41.8     	18.51 	62.6    	17.80
00:42.7     	18.62 	62.5    	17.82
00:43.6     	18.65 	62.1    	17.84
00:44.5     	18.74 	62.1    	17.86
00:45.3     	18.86 	62.8    	17.88
00:46.3     	18.94 	62.3    	17.90
00:47.2     	18.92 	61.5    	17.94
00:48.1     	18.89 	60.7    	17.97
00:49.0     	18.66 	59.7    	17.98
00:49.9     	18.44 	59.2    	18.00
00:50.8     	18.26 	59.9    	18.02
00:51.7     	18.13 	59.9    	18.02
00:52.6     	18.14 	60.9    	18.03
00:53.4     	18.12 	60.9    	18.04
00:54.3     	18.16 	60.7    	18.04
00:55.2     	18.14 	60.7    	18.05
00:56.1     	18.11 	60.4    	18.07
00:57.0     	17.45 	62.4    	18.07
00:57.9     	16.53 	65.3    	18.06
00:58.8     	15.24 	69.2    	18.04
00:59.8     	14.33 	72.5    	18.02
01:00.7     	13.67 	75.4    	17.98
01:01.5     	13.09 	77.9    	17.91
01:02.4     	12.65 	79.6    	17.83
01:03.3     	12.47 	80.6    	17.73
01:04.2     	12.46 	82.7    	17.62
01:05.1     	12.39 	82.2    	17.51
01:06.0     	12.19 	81.8    	17.39
01:06.9     	12.13 	81.7    	17.26
01:07.8     	11.99 	81.9    	17.15
01:08.7     	11.86 	81.9    	17.03
01:09.5     	11.75 	81.6    	16.90
01:10.4     	11.68 	81.3    	16.77
01:11.3     	11.65 	80.9    	16.64
01:12.2     	11.63 	81.1    	16.50
01:13.2     	11.62 	80.6    	16.35
01:14.1     	11.62 	80.3    	16.21
01:15.0     	11.63 	79.9    	16.04
01:15.9     	11.51 	80.8    	15.86
01:16.8     	11.52 	80.7    	15.68
01:17.6     	11.53 	80.5    	15.51
01:18.5     	11.50 	80.3    	15.36
01:19.4     	11.49 	79.9    	15.21
01:20.3     	11.47 	79.8    	15.04
01:21.2     	11.40 	80.2    	14.86
01:22.1     	11.39 	79.8    	14.71
01:23.0     	11.36 	79.8    	14.55
01:23.9     	11.39 	79.3    	14.42
01:24.8     	11.38 	79.3    	14.29
01:25.6     	11.33 	79.5    	14.14
01:26.6     	11.31 	79.2    	14.02
01:27.5     	11.39 	78.6    	13.90
01:28.4     	11.33 	79.1    	13.78
01:29.3     	11.29 	79.3    	13.66
01:30.2     	11.24 	79.2    	13.54
01:31.1     	11.42 	77.7    	13.42
01:32.0     	11.56 	76.6    	13.32
01:32.9     	11.62 	76.2    	13.25
01:33.7     	11.66 	75.9    	13.18
01:34.6     	11.69 	75.7    	13.12
01:35.5     	11.71 	75.5    	13.07
01:36.4     	11.72 	75.3    	13.02
01:37.3     	11.72 	75.3    	12.97
01:38.2     	11.69 	75.5    	12.93
01:39.1     	11.66 	75.9    	12.89
01:40.1     	11.69 	75.6    	12.85
01:41.0     	11.70 	75.5    	12.82
01:41.8     	11.71 	75.5    	12.78
01:42.7     	11.73 	75.4    	12.75
01:43.7     	11.72 	75.5    	12.72
01:44.6     	11.73 	75.4    	12.69
01:45.9     	11.75 	75.4    	12.65
01:46.3     	11.67 	76.0    	12.62
01:47.2     	11.68 	76.0    	12.59
01:48.1     	11.70 	75.7    	12.57
01:49.0     	11.80 	75.1    	12.54
01:49.9     	11.82 	75.0    	12.51
01:50.7     	11.84 	74.9    	12.49
01:51.7     	11.83 	75.1    	12.47
01:52.6     	11.83 	75.0    	12.45
01:53.5     	11.83 	74.9    	12.43
01:54.4     	11.83 	74.8    	12.41
01:55.3     	11.84 	74.7    	12.39
01:56.2     	11.86 	74.6    	12.38
01:57.1     	11.87 	74.5    	12.36
01:58.0     	11.88 	74.4    	12.35
01:58.9     	11.89 	74.3    	12.33
01:59.8     	11.89 	74.3    	12.32
02:00.7     	11.89 	74.3    	12.31
02:01.5     	11.88 	74.5    	12.29
02:02.4     	11.88 	74.5    	12.28
02:03.3     	11.88 	74.5    	12.27
02:04.2     	11.88 	74.5    	12.26
02:05.1     	11.87 	74.6    	12.25
02:06.0     	11.87 	74.6    	12.24
02:07.0     	11.87 	74.6    	12.23
02:07.9     	11.86 	74.7    	12.21
02:08.8     	11.84 	74.8    	12.20
02:09.6     	11.82 	75.0    	12.19
02:10.5     	11.82 	74.9    	12.18
02:11.4     	11.81 	75.0    	12.17
02:12.3     	11.81 	75.0    	12.17
02:13.2     	11.80 	75.0    	12.16
02:14.1     	11.78 	75.2    	12.15
02:15.0     	11.77 	75.3    	12.14
02:15.9     	11.76 	75.4    	12.12
02:16.8     	11.75 	75.5    	12.11
02:17.9     	11.73 	75.3    	12.10
02:18.5     	11.71 	75.7    	12.09
02:19.4     	11.71 	75.7    	12.08
02:20.4     	11.71 	75.7    	12.07
02:21.3     	11.70 	75.7    	12.06
02:22.2     	11.71 	75.6    	12.06
02:23.1     	11.70 	75.7    	12.05
02:24.0     	11.70 	75.7    	12.04
02:24.9     	11.69 	75.8    	12.03
02:25.7     	11.67 	76.0    	12.02
02:26.6     	11.64 	76.4    	12.01
02:27.5     	11.63 	76.3    	12.00
02:28.4     	11.64 	76.3    	11.99
02:29.3     	11.59 	76.9    	11.97
02:30.2     	11.57 	77.0    	11.95
02:31.1     	11.57 	77.1    	11.94
02:32.0     	11.56 	77.2    	11.92
02:32.9     	11.54 	77.4    	11.91
02:33.7     	11.50 	77.8    	11.88
02:34.7     	11.46 	78.0    	11.86
02:35.7     	11.45 	78.0    	11.85
02:36.5     	11.44 	78.4    	11.84
02:37.4     	11.40 	78.7    	11.82
02:38.3     	11.38 	78.9    	11.80
