Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
03:08.9     	16.71 	63.2        	17.59
03:09.8     	16.72 	63.1        	17.60
03:10.7     	16.72 	62.9        	17.63
03:11.6     	16.60 	63.0        	17.64
03:12.4     	16.56 	62.8        	17.66
03:13.4     	16.56 	62.4        	17.67
03:14.3     	16.53 	62.4        	17.69
03:15.1     	16.49 	62.3        	17.70
03:16.0     	16.47 	62.0        	17.71
03:16.9     	16.48 	61.7        	17.72
03:17.8     	16.45 	61.9        	17.73
03:18.7     	16.42 	62.2        	17.74
03:19.6     	16.35 	62.6        	17.74
03:20.5     	16.27 	62.9        	17.75
03:21.4     	16.28 	62.8        	17.75
03:22.3     	16.29 	62.9        	17.75
03:23.2     	16.28 	62.8        	17.75
03:24.1     	16.31 	63.0        	17.76
03:25.0     	16.35 	63.1        	17.76
03:25.9     	16.44 	62.9        	17.76
03:26.8     	16.55 	62.6        	17.76
03:27.7     	16.64 	62.3        	17.77
03:29.2     	16.74 	61.9        	17.77
03:29.5     	16.75 	62.0        	17.78
03:30.4     	16.81 	62.0        	17.79
03:31.2     	16.86 	61.9        	17.80
03:32.1     	16.85 	62.1        	17.81
03:33.0     	16.78 	62.5        	17.82
03:33.9     	16.78 	62.5        	17.83
03:34.8     	16.75 	62.5        	17.84
03:35.7     	16.74 	62.4        	17.85
03:36.7     	16.69 	62.4        	17.86
03:37.6     	16.66 	62.4        	17.87
03:38.5     	16.62 	62.6        	17.88
03:39.3     	16.46 	62.7        	17.89
03:40.2     	16.37 	62.8        	17.90
03:41.1     	16.26 	63.1        	17.90
03:42.0     	16.24 	63.4        	17.90
03:42.9     	16.21 	63.6        	17.91
03:43.8     	16.18 	63.8        	17.91
03:44.7     	16.16 	64.0        	17.91
03:45.6     	16.19 	64.0        	17.91
03:46.5     	16.23 	63.9        	17.91
03:47.3     	16.26 	63.8        	17.92
03:48.3     	16.27 	63.7        	17.92
03:49.2     	16.25 	63.7        	17.92
03:50.1     	16.21 	63.8        	17.91
03:51.0     	16.15 	64.1        	17.91
03:51.9     	16.13 	64.4        	17.91
03:52.8     	16.13 	64.9        	17.91
03:53.7     	16.13 	65.2        	17.90
03:54.6     	16.16 	65.3        	17.90
03:55.4     	16.17 	65.2        	17.90
03:56.3     	16.20 	65.1        	17.90
03:57.2     	16.25 	65.0        	17.90
03:58.1     	16.27 	65.2        	17.90
03:59.0     	16.28 	65.2        	17.91
03:59.9     	16.29 	65.3        	17.91
04:00.9     	16.32 	65.2        	17.91
04:01.8     	16.34 	65.1        	17.91
04:02.7     	16.37 	65.2        	17.91
04:03.5     	16.40 	65.3        	17.92
04:04.4     	16.41 	65.3        	17.92
04:05.3     	16.46 	65.1        	17.93
04:06.2     	16.51 	65.2        	17.94
04:07.1     	16.52 	65.6        	17.95
04:08.0     	16.55 	65.9        	17.96
04:08.8     	16.61 	65.9        	17.97
04:09.7     	16.71 	65.7        	17.98
04:10.7     	16.79 	65.9        	17.99
04:11.5     	16.83 	66.4        	18.00
04:12.4     	16.83 	66.7        	18.02
04:13.3     	16.84 	66.9        	18.03
04:14.2     	16.84 	67.1        	18.04
04:15.2     	16.82 	67.3        	18.06
04:16.1     	16.76 	67.3        	18.07
04:17.0     	16.70 	67.3        	18.08
04:17.9     	16.60 	66.6        	18.09
04:18.8     	16.50 	66.6        	18.10
04:19.6     	16.39 	66.6        	18.11
04:20.5     	16.36 	66.1        	18.12
04:21.4     	16.39 	65.7        	18.12
04:22.3     	16.43 	65.4        	18.13
04:23.2     	16.46 	65.2        	18.14
04:24.1     	16.47 	65.1        	18.14
04:25.0     	16.49 	64.9        	18.15
04:25.9     	16.51 	64.8        	18.16
04:26.8     	16.53 	64.7        	18.17
04:27.6     	16.55 	64.6        	18.18
04:28.6     	16.52 	64.9        	18.19
04:29.5     	16.52 	65.0        	18.20
04:30.4     	16.52 	65.2        	18.21
04:31.3     	16.52 	65.4        	18.22
04:32.2     	16.54 	65.5        	18.23
04:33.1     	16.56 	65.8        	18.24
04:34.0     	16.59 	66.2        	18.25
04:34.9     	16.61 	66.7        	18.26
04:35.7     	16.58 	66.5        	18.27
04:36.6     	16.58 	66.4        	18.27
04:37.5     	16.57 	66.5        	18.28
04:38.4     	16.56 	66.9        	18.29
04:39.3     	16.57 	67.1        	18.29
04:40.2     	16.56 	67.4        	18.30
04:41.1     	16.55 	67.6        	18.31
04:42.1     	16.58 	67.9        	18.31
04:43.0     	16.60 	67.8        	18.32
04:43.8     	16.62 	67.9        	18.32
04:44.7     	16.63 	68.1        	18.33
04:45.6     	16.66 	68.1        	18.34
04:46.5     	16.69 	67.8        	18.34
04:47.4     	16.74 	67.2        	18.35
04:48.3     	16.83 	66.7        	18.36
04:49.2     	16.74 	67.0        	18.36
04:50.1     	16.67 	67.3        	18.37
04:51.0     	16.61 	67.3        	18.37
04:51.8     	16.54 	67.5        	18.38
04:52.7     	16.43 	68.2        	18.38
04:53.6     	16.36 	68.6        	18.38
04:54.5     	16.23 	69.4        	18.39
04:55.5     	16.11 	70.0        	18.39
04:56.4     	16.01 	70.2        	18.39
04:57.3     	15.95 	69.6        	18.38
04:58.2     	15.93 	69.1        	18.38
04:59.1     	15.88 	69.0        	18.37
04:59.9     	15.84 	69.1        	18.37
05:00.8     	15.79 	69.3        	18.36
05:01.8     	15.76 	69.4        	18.35
05:02.6     	15.74 	69.5        	18.34
05:03.5     	15.72 	70.0        	18.33
05:04.4     	15.76 	70.7        	18.32
05:05.3     	15.77 	71.3        	18.31
05:06.2     	15.75 	72.0        	18.30
05:07.1     	15.73 	72.3        	18.29
05:08.0     	15.77 	72.1        	18.28
05:08.9     	15.82 	71.9        	18.27
05:09.9     	15.87 	71.6        	18.26
05:10.7     	15.91 	71.4        	18.25
05:11.6     	15.93 	71.3        	18.24
05:12.5     	15.95 	71.4        	18.23
05:13.4     	15.97 	71.4        	18.22
05:14.3     	16.01 	71.2        	18.22
05:15.2     	16.05 	70.9        	18.21
05:16.1     	16.07 	71.0        	18.21
05:17.0     	16.09 	71.2        	18.20
05:17.9     	16.11 	71.5        	18.19
05:18.7     	16.12 	71.4        	18.18
05:19.6     	16.14 	70.9        	18.17
05:20.5     	16.14 	70.6        	18.16
05:21.4     	16.13 	70.3        	18.15
05:22.3     	16.10 	70.0        	18.14
05:23.2     	16.05 	69.6        	18.13
05:24.2     	16.00 	69.0        	18.12
05:25.1     	15.91 	68.3        	18.11
05:26.0     	15.83 	69.2        	18.09
05:26.8     	15.78 	69.1        	18.07
05:27.7     	15.72 	68.7        	18.05
05:28.6     	15.68 	68.7        	18.03
05:29.5     	15.66 	69.2        	18.01
05:30.4     	15.70 	69.3        	17.98
05:31.3     	15.75 	69.0        	17.96
05:32.2     	15.80 	68.7        	17.93
05:33.1     	15.87 	68.5        	17.91
05:34.0     	15.94 	68.3        	17.89
05:34.9     	15.98 	68.2        	17.87
05:35.7     	15.97 	68.1        	17.86
05:36.7     	15.94 	68.1        	17.84
05:37.6     	15.92 	68.2        	17.82
05:38.5     	15.86 	68.5        	17.81
05:39.4     	15.76 	67.9        	17.79
05:40.3     	15.60 	66.9        	17.76
05:41.2     	15.49 	67.1        	17.73
05:42.1     	15.47 	68.3        	17.71
05:43.0     	15.48 	68.6        	17.69
05:43.9     	15.50 	68.5        	17.68
05:44.8     	15.47 	68.5        	17.66
05:45.7     	15.42 	68.3        	17.64
05:46.5     	15.35 	68.2        	17.63
05:47.4     	15.29 	68.0        	17.61
05:48.3     	15.21 	67.9        	17.59
05:49.2     	15.20 	68.2        	17.58
05:50.1     	15.19 	68.3        	17.56
05:51.0     	15.19 	68.5        	17.54
05:52.0     	15.20 	68.3        	17.54
05:52.9     	15.22 	68.2        	17.52
05:53.8     	15.23 	68.4        	17.51
05:54.6     	15.25 	69.1        	17.50
05:55.5     	15.26 	69.7        	17.48
05:56.4     	15.25 	68.9        	17.46
05:57.3     	15.26 	68.1        	17.45
05:58.2     	15.19 	67.5        	17.44
05:59.1     	15.07 	67.1        	17.37
06:00.0     	15.21 	68.1        	17.33
06:00.9     	15.41 	67.2        	17.33
06:01.8     	15.51 	66.8        	17.31
06:02.6     	15.63 	66.1        	17.28
06:03.5     	15.67 	65.9        	17.27
06:04.4     	15.74 	65.7        	17.27
06:05.4     	15.80 	65.4        	17.28
06:06.3     	15.97 	64.9        	17.26
06:07.2     	16.06 	64.1        	17.38
06:08.1     	16.12 	63.9        	17.30
06:09.0     	15.89 	63.9        	17.30
06:09.9     	15.62 	64.9        	17.29
06:10.7     	15.49 	66.7        	17.29
06:11.6     	15.54 	66.4        	17.28
06:12.5     	15.48 	66.1        	17.23
06:13.4     	15.51 	66.1        	17.21
06:14.3     	15.43 	66.3        	17.20
06:15.2     	15.37 	66.2        	17.17
06:16.1     	15.37 	66.0        	17.15
06:17.0     	15.43 	66.0        	17.16
06:17.9     	15.49 	66.6        	17.16
06:18.8     	15.52 	67.1        	17.17
06:19.7     	15.53 	67.0        	17.18
06:20.6     	15.53 	66.8        	17.17
06:21.5     	15.54 	66.7        	17.18
06:22.4     	15.53 	66.8        	17.18
06:23.3     	15.51 	66.9        	17.18
06:24.2     	15.49 	67.0        	17.17
06:25.1     	15.49 	67.0        	17.17
06:26.0     	15.53 	66.9        	17.17
06:26.8     	15.58 	66.9        	17.17
06:27.7     	15.59 	67.4        	17.16
06:28.7     	15.61 	67.4        	17.17
06:29.5     	15.65 	67.5        	17.18
06:30.4     	15.71 	67.3        	17.20
06:31.3     	15.77 	67.2        	17.21
06:32.2     	15.80 	67.4        	17.23
06:33.2     	15.84 	67.6        	17.24
06:34.1     	15.87 	67.6        	17.24
06:34.9     	15.87 	67.8        	17.23
