Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
00:00.9     	--    	--      	--
00:00.9     	      	        	
00:01.3     	--    	47.9    	--
00:02.1     	20.62 	51.4    	20.63
00:03.0     	20.66 	51.5    	20.63
00:03.9     	20.69 	51.5    	20.63
00:04.7     	20.68 	51.5    	20.63
00:05.6     	20.70 	51.3    	20.64
00:06.5     	20.72 	51.2    	20.64
00:07.4     	20.73 	51.2    	20.63
00:08.3     	20.71 	50.8    	20.63
00:09.2     	20.62 	50.8    	20.64
00:10.1     	20.47 	51.1    	20.63
00:10.9     	20.35 	51.1    	20.63
00:11.9     	20.17 	51.2    	20.63
00:12.8     	19.96 	51.5    	20.62
00:13.7     	19.92 	51.6    	20.61
00:14.6     	19.87 	51.7    	20.60
00:15.5     	19.94 	51.4    	20.59
00:16.4     	19.88 	52.1    	20.58
00:17.3     	19.80 	52.3    	20.57
00:18.2     	19.78 	52.6    	20.56
00:19.0     	19.79 	52.6    	20.58
00:19.9     	19.80 	52.8    	20.56
00:20.8     	19.91 	53.1    	20.54
00:21.7     	20.20 	52.6    	20.54
00:22.7     	20.43 	52.6    	20.54
00:23.6     	20.71 	52.5    	20.55
00:24.4     	20.95 	52.1    	20.56
00:25.4     	21.22 	51.0    	20.63
00:26.3     	21.46 	50.3    	20.66
00:27.1     	21.65 	50.0    	20.71
00:28.0     	21.71 	49.7    	20.73
00:28.9     	21.67 	49.5    	20.72
00:29.8     	21.63 	49.3    	20.74
00:30.7     	21.59 	49.3    	20.73
00:31.6     	21.58 	48.9    	20.79
00:32.4     	21.60 	48.7    	20.81
00:33.4     	21.50 	49.3    	20.68
00:34.3     	21.59 	48.7    	20.70
00:35.2     	21.45 	49.3    	20.69
00:36.1     	21.09 	50.2    	20.70
00:37.0     	20.79 	50.8    	20.71
00:37.9     	20.53 	50.4    	20.74
00:38.8     	18.34 	52.6    	20.68
00:39.7     	16.25 	55.7    	20.63
00:40.5     	14.45 	60.2    	20.58
00:41.4     	12.98 	64.0    	20.50
00:42.3     	11.56 	68.7    	20.41
00:43.2     	10.47 	72.7    	20.13
00:44.2     	9.80  	74.4    	19.82
00:45.1     	9.32  	75.5    	19.51
00:46.0     	9.03  	76.2    	19.21
00:46.9     	8.78  	76.9    	18.88
00:47.8     	8.52  	78.0    	18.61
00:48.6     	8.37  	78.6    	18.33
00:49.5     	8.19  	79.1    	17.96
00:50.4     	8.07  	79.1    	17.73
00:51.3     	7.93  	79.9    	17.45
00:52.2     	7.73  	81.5    	17.17
00:53.1     	7.64  	81.7    	16.95
00:54.0     	7.55  	82.0    	16.73
00:54.9     	7.45  	82.6    	16.51
00:55.9     	7.44  	82.3    	16.31
00:56.7     	7.48  	81.6    	16.09
00:57.6     	7.62  	80.3    	15.89
00:58.5     	7.69  	79.7    	15.68
00:59.4     	7.73  	79.2    	15.47
01:00.3     	7.83  	78.1    	15.26
01:01.2     	8.01  	76.4    	15.07
01:02.0     	8.09  	75.6    	14.87
01:03.0     	8.13  	75.2    	14.68
01:03.8     	8.13  	75.1    	14.49
01:04.7     	8.12  	75.0    	14.30
01:05.6     	8.08  	75.2    	14.13
01:06.5     	8.04  	75.4    	13.96
01:07.5     	7.98  	75.9    	13.79
01:08.4     	7.88  	76.5    	13.62
01:09.3     	7.78  	77.3    	13.45
01:10.1     	7.74  	77.5    	13.28
01:11.0     	7.70  	77.8    	13.12
01:11.9     	7.75  	77.0    	12.96
01:12.8     	7.90  	75.6    	12.80
01:13.7     	7.95  	75.1    	12.65
01:14.6     	7.95  	75.1    	12.50
01:15.5     	7.93  	75.1    	12.36
01:16.4     	7.97  	74.7    	12.23
01:17.3     	7.92  	74.9    	12.10
01:18.2     	7.87  	75.2    	11.98
01:19.1     	7.89  	74.8    	11.85
01:20.0     	7.97  	74.2    	11.73
01:20.9     	7.99  	73.9    	11.62
01:21.8     	8.00  	73.8    	11.52
01:22.9     	8.02  	72.8    	11.42
01:23.5     	7.94  	74.5    	11.31
01:24.4     	7.93  	74.9    	11.17
01:25.3     	8.01  	73.3    	11.07
01:26.2     	8.12  	72.3    	10.99
01:27.1     	8.19  	72.0    	10.92
01:28.0     	8.21  	72.0    	10.84
01:29.0     	8.30  	71.2    	10.76
01:29.9     	8.40  	70.4    	10.68
01:30.8     	8.46  	70.0    	10.62
01:31.6     	8.52  	69.6    	10.56
01:32.5     	8.57  	69.4    	10.51
01:33.4     	8.62  	69.2    	10.44
01:34.3     	8.76  	68.4    	10.38
01:35.2     	8.76  	68.5    	10.32
01:36.1     	8.76  	68.4    	10.27
01:37.0     	8.75  	68.6    	10.21
01:37.9     	8.72  	68.9    	10.17
01:38.8     	8.70  	69.0    	10.13
01:39.7     	8.71  	68.9    	10.07
01:40.6     	8.74  	68.5    	10.01
01:41.5     	8.77  	68.2    	9.96
01:42.4     	8.79  	68.1    	9.91
01:43.3     	8.81  	67.9    	9.86
01:44.2     	8.78  	68.2    	9.82
01:45.0     	8.70  	68.6    	9.78
01:45.8     	8.78  	68.6    	9.78
01:45.9     	8.68  	69.0    	9.77
01:46.9     	8.68  	68.9    	9.75
01:47.7     	8.67  	69.0    	9.72
01:48.6     	8.61  	69.5    	9.69
01:49.5     	8.58  	69.9    	9.66
01:50.5     	8.56  	70.1    	9.63
01:51.4     	8.58  	69.9    	9.60
01:52.3     	8.55  	70.2    	9.58
01:53.1     	8.51  	70.5    	9.56
01:54.0     	8.46  	70.8    	9.55
01:54.9     	8.35  	71.7    	9.53
01:55.8     	8.29  	72.2    	9.51
01:56.7     	8.29  	72.1    	9.49
01:57.6     	8.34  	71.7    	9.47
01:58.5     	8.38  	71.4    	9.45
01:59.4     	8.40  	71.2    	9.43
02:00.3     	8.37  	71.4    	9.41
02:01.2     	8.36  	71.7    	9.37
02:02.1     	8.31  	72.2    	9.35
02:03.0     	8.27  	72.5    	9.32
02:03.9     	8.25  	72.8    	9.29
02:04.8     	8.24  	72.8    	9.27
02:05.7     	8.21  	73.0    	9.25
02:06.6     	8.14  	73.5    	9.24
02:07.5     	8.17  	73.4    	9.22
02:08.4     	8.19  	73.2    	9.20
02:09.3     	8.20  	73.0    	9.19
02:10.1     	8.19  	73.0    	9.17
02:11.0     	8.16  	73.2    	9.15
02:11.9     	8.12  	73.5    	9.14
02:12.9     	8.16  	73.2    	9.12
02:13.8     	8.22  	72.7    	9.10
02:14.7     	8.29  	72.2    	9.09
02:15.5     	8.29  	72.1    	9.07
02:16.4     	8.27  	72.2    	9.06
02:17.3     	8.31  	71.9    	9.04
02:18.2     	8.39  	71.4    	9.03
02:19.1     	8.40  	71.2    	9.01
02:20.0     	8.44  	70.9    	9.00
02:20.9     	8.42  	71.2    	8.98
02:21.8     	8.38  	71.7    	8.97
02:22.7     	8.35  	72.0    	8.96
02:23.6     	8.36  	71.9    	8.94
02:24.5     	8.31  	72.6    	8.92
02:25.4     	8.27  	72.8    	8.91
02:26.3     	8.28  	72.7    	8.90
02:27.2     	8.29  	72.5    	8.89
02:28.1     	8.25  	72.6    	8.88
02:29.0     	8.22  	72.8    	8.87
02:29.9     	8.19  	73.0    	8.87
02:30.8     	8.14  	73.2    	8.86
02:31.6     	8.10  	73.5    	8.85
02:32.5     	8.04  	73.9    	8.84
02:33.4     	8.01  	74.1    	8.83
02:34.4     	8.04  	73.9    	8.82
02:35.3     	8.08  	73.6    	8.81
