Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
06:10.0     	15.57 	53.6    	19.41
06:10.9     	15.79 	58.3    	19.38
06:11.8     	15.97 	58.7    	19.36
06:12.7     	15.98 	55.6    	19.33
06:13.5     	15.95 	54.5    	19.30
06:14.4     	16.06 	60.1    	19.26
06:15.3     	16.30 	60.3    	19.22
06:16.2     	16.32 	59.4    	19.19
06:17.1     	16.25 	55.4    	19.16
06:18.0     	16.09 	52.8    	19.13
06:18.9     	15.99 	51.3    	19.11
06:19.9     	15.89 	51.2    	19.09
06:20.8     	15.90 	54.0    	19.06
06:21.6     	15.84 	53.8    	19.04
06:22.5     	15.78 	53.6    	19.02
06:23.4     	15.79 	55.6    	19.00
06:24.3     	15.94 	56.7    	18.98
06:25.2     	15.97 	56.2    	18.96
06:26.1     	16.00 	55.6    	18.95
06:27.0     	16.12 	56.8    	18.94
06:27.9     	16.16 	58.7    	18.93
06:28.8     	16.36 	60.6    	18.92
06:29.6     	16.44 	61.4    	18.91
06:30.5     	16.64 	59.3    	18.90
06:31.4     	16.40 	56.4    	18.87
06:32.3     	16.05 	56.3    	18.81
06:33.3     	15.91 	59.7    	18.71
06:34.2     	16.10 	63.4    	18.62
06:35.1     	16.33 	63.6    	18.55
06:36.0     	16.41 	54.4    	18.45
06:36.9     	15.79 	56.9    	18.35
06:37.7     	15.77 	54.2    	18.26
06:38.6     	15.59 	55.1    	18.18
06:39.5     	15.28 	53.1    	18.08
06:40.4     	15.07 	52.5    	17.98
06:41.3     	14.72 	51.1    	17.86
06:42.2     	14.52 	51.3    	17.78
06:43.1     	14.42 	51.8    	17.70
06:44.0     	14.36 	52.0    	17.63
06:44.9     	14.37 	52.2    	17.56
06:45.7     	14.43 	53.3    	17.51
06:46.7     	14.48 	53.2    	17.46
06:47.6     	14.58 	54.2    	17.42
06:48.5     	14.56 	52.6    	17.39
06:49.4     	14.56 	52.6    	17.36
06:50.3     	14.75 	53.9    	17.34
06:51.2     	14.93 	54.2    	17.33
06:52.1     	14.92 	52.9    	17.32
06:53.0     	15.02 	53.7    	17.31
06:53.8     	15.04 	54.2    	17.31
06:54.7     	15.17 	55.2    	17.31
06:55.6     	15.33 	56.1    	17.32
06:56.5     	15.54 	56.5    	17.33
06:57.4     	15.56 	56.5    	17.35
06:58.3     	15.65 	57.1    	17.37
06:59.3     	15.75 	57.4    	17.39
07:00.2     	15.77 	57.9    	17.42
07:01.1     	15.61 	55.5    	17.44
07:01.9     	15.67 	55.3    	17.47
07:02.8     	15.78 	56.6    	17.50
07:03.8     	16.02 	57.9    	17.53
07:04.6     	16.25 	60.7    	17.57
07:05.5     	16.23 	59.8    	17.61
07:06.4     	16.24 	58.4    	17.65
07:07.3     	16.33 	58.5    	17.70
07:08.2     	16.39 	61.2    	17.75
07:09.1     	16.33 	61.5    	17.80
07:09.9     	16.21 	57.7    	17.85
07:10.9     	16.14 	58.2    	17.90
07:11.8     	16.00 	53.5    	17.94
07:12.7     	15.80 	51.2    	17.98
07:13.6     	15.67 	50.5    	18.01
07:14.5     	15.53 	51.2    	18.04
07:15.4     	15.61 	51.9    	18.07
07:16.3     	15.61 	52.7    	18.08
07:17.2     	15.61 	52.2    	18.09
07:18.0     	15.51 	51.5    	18.09
07:19.0     	15.49 	51.4    	18.10
07:19.9     	15.50 	51.6    	18.11
07:20.7     	15.42 	52.6    	18.12
07:21.6     	15.53 	53.6    	18.13
07:22.5     	15.48 	53.4    	18.14
07:23.4     	15.57 	54.7    	18.15
07:24.3     	15.62 	53.0    	18.17
07:25.3     	15.62 	53.2    	18.18
07:26.1     	15.60 	53.0    	18.20
07:27.1     	15.72 	52.8    	18.22
07:28.0     	15.84 	54.0    	18.25
07:28.8     	16.07 	56.0    	18.27
07:29.7     	16.34 	59.8    	18.30
07:30.6     	16.51 	59.8    	18.34
07:31.5     	16.62 	58.7    	18.38
07:32.6     	16.72 	59.7    	18.42
07:33.3     	16.91 	54.6    	18.46
07:34.2     	16.69 	54.0    	18.50
07:35.1     	16.70 	56.3    	18.54
07:36.0     	16.92 	58.3    	18.59
07:36.8     	16.95 	56.3    	18.64
07:37.7     	17.00 	56.1    	18.69
07:38.6     	17.03 	55.9    	18.74
07:39.6     	16.96 	54.1    	18.79
07:40.5     	17.07 	54.2    	18.84
07:41.4     	17.21 	53.2    	18.89
07:42.3     	17.16 	51.9    	18.94
07:43.2     	17.13 	51.8    	19.00
07:44.1     	16.97 	51.7    	19.04
07:44.9     	16.74 	51.5    	19.08
07:45.8     	16.39 	50.0    	19.11
07:46.7     	16.14 	50.6    	19.14
07:47.6     	15.88 	50.4    	19.16
07:48.5     	15.68 	50.8    	19.18
07:49.4     	15.55 	51.2    	19.19
07:50.2     	15.49 	51.8    	19.20
07:51.2     	15.46 	51.9    	19.21
07:52.2     	15.55 	53.6    	19.23
07:53.0     	15.65 	54.2    	19.25
07:53.9     	15.70 	53.4    	19.27
07:54.8     	15.75 	53.4    	19.29
07:55.7     	15.80 	53.2    	19.31
07:56.6     	15.89 	53.3    	19.34
07:57.5     	16.01 	53.6    	19.36
07:58.3     	16.11 	54.3    	19.39
07:59.3     	16.36 	56.2    	19.42
08:00.2     	16.51 	57.5    	19.45
08:01.0     	16.49 	57.2    	19.48
08:01.9     	16.59 	57.3    	19.51
08:02.8     	16.13 	53.4    	19.53
08:03.7     	15.82 	54.0    	19.53
08:04.6     	15.61 	54.2    	19.52
08:05.6     	15.54 	55.3    	19.51
08:06.4     	15.51 	55.9    	19.49
08:07.4     	15.41 	55.9    	19.47
08:08.3     	15.47 	56.8    	19.44
08:09.1     	15.63 	57.8    	19.42
08:10.0     	15.74 	57.8    	19.39
08:10.9     	15.89 	59.3    	19.36
08:11.8     	15.92 	57.7    	19.34
08:12.7     	15.70 	55.0    	19.33
08:13.6     	15.56 	54.0    	19.31
08:14.5     	15.60 	54.5    	19.29
08:15.4     	15.77 	55.9    	19.28
08:16.3     	15.85 	56.7    	19.27
08:17.1     	16.07 	60.1    	19.26
08:18.0     	16.28 	63.0    	19.24
08:19.0     	16.45 	60.7    	19.21
08:19.9     	16.43 	58.7    	19.18
08:20.8     	16.34 	52.1    	19.15
08:21.7     	16.14 	50.4    	19.13
08:22.6     	15.89 	50.0    	19.11
08:23.5     	15.71 	50.9    	19.10
08:24.4     	15.69 	53.7    	19.10
08:25.2     	15.72 	55.4    	19.10
08:26.1     	15.83 	56.3    	19.10
08:27.0     	15.67 	53.4    	19.07
08:27.9     	15.37 	53.0    	19.00
08:28.8     	15.17 	54.2    	18.92
08:29.7     	15.16 	55.3    	18.86
08:30.6     	15.17 	55.0    	18.78
08:31.5     	15.12 	55.0    	18.70
08:32.5     	15.21 	55.7    	18.64
08:33.3     	15.11 	54.4    	18.57
08:34.2     	15.01 	53.7    	18.51
08:35.1     	15.03 	55.5    	18.45
08:36.0     	15.04 	54.5    	18.40
08:36.9     	14.99 	53.8    	18.34
08:37.8     	14.97 	54.8    	18.29
08:38.7     	15.08 	55.4    	18.25
08:39.6     	15.15 	54.6    	18.21
08:40.5     	15.27 	55.4    	18.17
08:41.4     	15.44 	57.2    	18.14
08:42.2     	15.41 	54.8    	18.12
08:43.1     	15.37 	54.6    	18.10
08:44.0     	15.42 	54.6    	18.09
08:44.9     	15.38 	54.0    	18.08
08:45.9     	15.43 	54.4    	18.07
08:46.8     	15.39 	53.9    	18.07
08:47.7     	15.36 	54.0    	18.07
08:48.6     	15.42 	54.4    	18.07
08:49.5     	15.53 	54.8    	18.07
08:50.3     	15.65 	55.8    	18.08
08:51.2     	15.76 	55.8    	18.10
08:52.2     	15.79 	55.6    	18.11
