Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
06:26.3     	15.10 	66.7    	16.43
06:27.2     	15.27 	67.5    	16.44
06:28.1     	15.23 	66.8    	16.44
06:29.1     	14.96 	63.6    	16.44
06:30.0     	14.80 	65.0    	16.44
06:30.9     	14.56 	63.9    	16.42
06:31.8     	14.46 	64.9    	16.40
06:32.7     	14.40 	64.0    	16.38
06:33.5     	14.29 	64.4    	16.35
06:34.4     	14.30 	65.1    	16.33
06:35.3     	14.32 	65.6    	16.32
06:36.2     	14.40 	65.2    	16.29
06:37.1     	14.31 	64.5    	16.25
06:38.0     	14.27 	65.8    	16.20
06:38.8     	14.47 	68.0    	16.16
06:39.9     	14.65 	66.9    	16.12
06:40.8     	14.72 	67.0    	16.09
06:41.6     	14.97 	67.5    	16.08
06:42.5     	15.14 	66.6    	16.08
06:43.4     	15.23 	65.4    	16.07
06:44.3     	15.20 	64.2    	16.08
06:45.2     	15.41 	67.9    	16.07
06:46.1     	15.41 	66.8    	16.09
06:46.9     	15.15 	63.9    	16.08
06:47.8     	14.71 	64.7    	16.05
06:48.7     	14.70 	67.1    	16.03
06:49.6     	14.85 	66.4    	16.01
06:50.6     	14.62 	65.0    	15.98
06:51.5     	14.59 	66.6    	15.95
06:52.4     	14.82 	66.6    	15.94
06:53.3     	14.93 	67.2    	15.93
06:54.2     	15.06 	66.6    	15.93
06:55.0     	15.19 	65.4    	15.94
06:55.9     	14.93 	65.2    	15.93
06:56.8     	14.71 	63.4    	15.89
06:57.7     	14.31 	64.2    	15.86
06:58.6     	14.21 	65.7    	15.82
06:59.5     	14.22 	65.3    	15.79
07:00.4     	14.32 	65.3    	15.75
07:01.4     	14.14 	64.6    	15.71
07:02.3     	14.13 	65.2    	15.68
07:03.1     	14.11 	65.3    	15.64
07:04.0     	14.21 	66.3    	15.61
07:04.9     	14.28 	64.9    	15.58
07:05.8     	14.33 	64.9    	15.56
07:06.7     	14.52 	66.2    	15.56
07:07.6     	14.64 	65.2    	15.56
07:08.4     	14.71 	64.9    	15.57
07:09.3     	14.66 	65.0    	15.57
07:10.3     	14.78 	66.4    	15.58
07:11.1     	15.02 	66.7    	15.60
07:12.1     	15.24 	67.2    	15.63
07:13.0     	15.27 	67.0    	15.66
07:13.9     	15.47 	66.6    	15.70
07:14.8     	15.51 	65.1    	15.74
07:15.7     	15.29 	64.3    	15.78
07:16.5     	15.28 	65.3    	15.81
07:17.4     	15.27 	65.2    	15.85
07:18.3     	15.30 	66.1    	15.89
07:19.2     	15.37 	66.5    	15.92
07:20.1     	15.50 	67.6    	15.96
07:21.0     	15.51 	67.0    	16.00
07:22.0     	15.53 	66.4    	16.04
07:22.4     	15.55 	66.4    	16.04
07:22.9     	15.62 	67.3    	16.08
07:23.8     	15.60 	68.0    	16.12
07:24.6     	15.58 	66.9    	16.16
07:25.5     	15.61 	68.4    	16.21
07:26.4     	15.79 	69.5    	16.25
07:27.3     	15.68 	65.7    	16.29
07:28.2     	15.29 	63.3    	16.28
07:29.1     	14.84 	64.1    	16.28
07:29.9     	14.76 	66.3    	16.27
07:30.8     	14.94 	67.4    	16.26
07:31.7     	14.91 	67.5    	16.27
07:32.7     	14.82 	66.2    	16.23
07:33.6     	14.80 	65.2    	16.20
07:34.5     	14.70 	66.0    	16.17
07:35.4     	14.67 	66.0    	16.15
07:36.3     	14.81 	67.3    	16.12
07:37.2     	15.13 	69.1    	16.12
07:38.0     	15.20 	67.5    	16.11
07:38.9     	15.31 	66.2    	16.12
07:39.8     	15.08 	66.6    	16.11
07:40.7     	15.12 	66.0    	16.12
07:41.6     	15.36 	67.5    	16.13
07:42.5     	15.37 	66.1    	16.14
07:43.4     	15.34 	66.2    	16.16
07:44.3     	15.25 	66.9    	16.17
07:45.3     	15.41 	68.0    	16.19
07:46.1     	15.60 	69.6    	16.22
07:47.0     	15.83 	68.0    	16.24
07:47.9     	15.79 	66.3    	16.28
07:48.8     	15.63 	65.7    	16.30
07:49.7     	15.42 	65.4    	16.32
07:50.6     	15.37 	67.5    	16.33
07:51.4     	15.43 	67.3    	16.33
07:52.3     	15.45 	67.6    	16.33
07:53.2     	15.54 	68.3    	16.34
07:54.2     	15.75 	69.3    	16.36
07:55.1     	15.95 	69.3    	16.39
07:56.0     	16.09 	68.9    	16.42
07:56.9     	16.08 	66.5    	16.45
07:57.8     	15.99 	66.2    	16.49
07:58.7     	16.06 	68.0    	16.52
07:59.5     	15.87 	65.2    	16.54
08:00.4     	15.65 	66.1    	16.55
08:01.3     	15.30 	65.1    	16.51
08:02.2     	14.99 	66.5    	16.46
08:03.1     	15.09 	67.6    	16.45
08:04.0     	15.28 	68.5    	16.43
08:05.0     	15.42 	67.8    	16.43
08:05.8     	15.19 	63.3    	16.42
08:06.8     	14.88 	63.9    	16.41
08:07.7     	14.82 	66.3    	16.39
08:08.5     	14.79 	64.9    	16.37
08:09.4     	14.77 	66.6    	16.34
08:10.3     	14.93 	65.0    	16.32
08:11.2     	14.71 	65.1    	16.28
08:12.1     	14.51 	64.9    	16.22
08:13.0     	14.34 	66.2    	16.13
08:13.8     	14.46 	65.4    	16.07
08:14.8     	14.59 	67.5    	16.02
08:15.7     	15.02 	68.6    	16.00
08:16.6     	15.21 	66.4    	15.98
08:17.5     	15.02 	64.3    	15.96
08:18.4     	14.57 	64.0    	15.94
08:19.3     	14.55 	63.8    	15.91
08:20.2     	14.18 	63.6    	15.87
08:21.1     	14.32 	66.6    	15.83
08:21.9     	14.48 	66.7    	15.80
08:22.8     	14.55 	65.2    	15.77
08:23.7     	14.58 	65.9    	15.75
08:24.6     	14.75 	66.7    	15.74
08:25.6     	14.69 	65.0    	15.73
08:26.5     	14.76 	66.5    	15.73
08:27.3     	14.92 	66.6    	15.73
08:28.3     	15.15 	68.2    	15.74
08:29.2     	15.47 	68.2    	15.76
08:30.0     	15.68 	68.6    	15.80
08:30.9     	15.78 	67.1    	15.84
08:31.8     	15.68 	65.8    	15.88
08:32.7     	15.62 	66.5    	15.91
08:33.8     	15.56 	65.9    	15.93
08:34.5     	15.55 	68.0    	15.96
08:35.3     	15.33 	64.7    	15.96
08:36.3     	14.94 	64.2    	15.94
08:37.2     	14.88 	66.6    	15.94
08:38.1     	15.01 	66.1    	15.93
08:39.0     	14.85 	65.4    	15.92
