Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
00:00.8     	--    	46.8    	
00:00.8     	--    	0x50 183	
00:01.7     	--    	47.0    	--
00:02.5     	--    	47.3    	--
00:03.4     	--    	47.5    	--
00:04.4     	--    	48.0    	--
00:05.3     	--    	48.4    	--
00:05.9     	18.49 	50.6    	19.31
00:06.8     	18.36 	53.6    	19.29
00:07.8     	18.34 	53.4    	19.28
00:08.6     	18.52 	52.9    	19.27
00:09.5     	18.56 	53.1    	19.25
00:10.4     	18.47 	53.5    	19.24
00:11.3     	18.43 	53.7    	19.23
00:12.2     	18.29 	53.3    	19.22
00:13.1     	18.30 	53.5    	19.21
00:13.9     	18.50 	53.2    	19.20
00:14.9     	18.54 	53.2    	19.19
00:15.8     	18.50 	53.0    	19.18
00:16.7     	18.43 	52.6    	19.17
00:17.6     	18.46 	52.5    	19.15
00:18.5     	18.40 	52.6    	19.14
00:19.4     	18.41 	52.7    	19.13
00:20.3     	18.43 	53.0    	19.11
00:21.2     	18.49 	53.2    	19.10
00:22.0     	18.55 	53.0    	19.09
00:22.9     	18.62 	52.8    	19.08
00:23.8     	18.71 	52.8    	19.08
00:24.7     	18.79 	52.7    	19.07
00:25.6     	18.84 	52.7    	19.06
00:26.6     	18.91 	52.8    	19.06
00:27.5     	19.03 	52.5    	19.06
00:28.4     	18.98 	52.7    	19.05
00:29.3     	18.92 	52.9    	19.05
00:30.1     	18.82 	52.7    	19.05
00:31.0     	18.77 	52.8    	19.05
00:31.9     	18.59 	53.4    	19.02
00:32.8     	18.67 	53.9    	19.01
00:33.7     	18.78 	57.2    	19.03
00:34.6     	18.89 	58.2    	19.02
00:35.4     	18.96 	56.5    	19.03
00:36.3     	19.01 	54.8    	19.05
00:38.0     	19.06 	54.8    	19.02
00:38.4     	19.06 	57.8    	19.01
00:39.4     	--    	59.0    	19.01
00:39.5     	--    	59.0    	--
00:39.8     	--    	--      	--
00:40.2     	--    	--      	--
00:40.4     	--    	57.8    	--
00:40.9     	--    	57.8    	--
00:41.1     	--    	57.8    	19.02
00:41.6     	--    	--      	19.02
00:41.8     	--    	--      	19.02
00:42.7     	--    	--      	19.02
00:42.9     	--    	--      	19.02
00:43.1     	--    	--      	--
00:43.6     	--    	--      	--
00:44.0     	--    	--      	--
00:44.4     	19.19 	51.8    	19.06
00:45.3     	19.21 	51.8    	19.08
00:46.2     	19.28 	51.7    	19.09
00:47.2     	19.34 	51.8    	19.09
00:48.1     	19.34 	51.7    	19.06
00:48.5     	--    	51.7    	19.06
00:48.9     	--    	--      	19.06
00:49.4     	--    	--      	19.06
00:49.6     	--    	--      	19.06
00:50.2     	--    	51.7    	--
00:52.5     	--    	51.7    	--
00:53.6     	--    	51.7    	--
00:54.5     	--    	51.7    	--
00:56.7     	19.21 	51.7    	--
00:59.8     	18.25 	52.3    	19.14
01:00.7     	18.50 	52.4    	19.11
01:01.9     	18.75 	52.5    	19.08
01:02.1     	18.75 	52.5    	19.08
01:02.6     	--    	--      	19.14
01:02.7     	18.25 	--      	19.14
01:04.6     	17.99 	--      	19.14
01:05.0     	17.99 	52.5    	19.14
01:07.2     	--    	52.6    	19.14
01:07.4     	--    	52.6    	19.14
01:07.9     	--    	--      	--
01:08.7     	--    	--      	--
01:09.6     	--    	--      	--
01:09.9     	--    	52.5    	--
01:11.5     	18.25 	52.5    	--
01:15.8     	18.25 	52.5    	--
