Time [mm:ss]	T [°C]	U [%r H]  	Tu Cap [°C]
03:10.5     	10.82 	93.5      	11.07
03:11.4     	10.82 	93.5      	11.07
03:12.3     	10.82 	93.5      	11.06
03:13.1     	10.83 	93.4      	11.06
03:14.0     	10.83 	93.4      	11.05
03:14.9     	10.83 	93.5      	11.05
03:15.8     	10.83 	93.4      	11.05
03:16.7     	10.82 	93.5      	11.04
03:17.7     	10.82 	93.5      	11.04
03:18.6     	10.81 	93.4      	11.03
03:19.5     	10.81 	93.4      	11.02
03:20.4     	10.79 	93.4      	11.02
03:21.2     	10.79 	93.2      	11.01
03:22.1     	10.78 	93.3      	11.00
03:23.0     	10.76 	93.4      	10.99
03:23.9     	10.76 	93.3      	10.98
03:24.8     	10.76 	93.3      	10.97
03:25.7     	10.77 	93.2      	10.97
03:26.5     	10.78 	93.1      	10.96
03:27.4     	10.78 	93.1      	10.95
03:28.4     	10.78 	93.1      	10.95
03:29.3     	10.79 	92.9      	10.94
03:30.2     	10.79 	92.9      	10.93
03:31.1     	10.79 	92.8      	10.93
03:32.0     	10.79 	92.8      	10.92
03:32.9     	10.80 	92.7      	10.91
03:33.8     	10.79 	92.6      	10.91
03:34.6     	10.79 	92.6      	10.90
03:35.5     	10.80 	92.6      	10.90
03:36.4     	10.80 	92.6      	10.89
03:37.3     	10.81 	92.7      	10.89
03:38.2     	10.82 	92.7      	10.89
03:39.2     	10.83 	92.6      	10.88
03:40.0     	10.83 	92.6      	10.88
03:40.9     	10.83 	92.5      	10.88
03:41.8     	10.84 	92.4      	10.88
03:42.7     	10.83 	92.5      	10.87
03:43.6     	10.85 	92.4      	10.87
03:44.5     	10.86 	92.4      	10.87
03:45.4     	10.86 	92.4      	10.87
03:46.3     	10.87 	92.3      	10.86
03:47.2     	10.84 	92.4      	10.86
03:48.0     	10.81 	92.5      	10.86
03:48.9     	10.81 	92.6      	10.86
03:49.9     	10.80 	92.6      	10.86
03:50.8     	10.79 	92.6      	10.85
03:51.7     	10.78 	92.6      	10.85
03:52.6     	10.78 	92.6      	10.85
03:53.5     	10.78 	92.6      	10.85
03:54.4     	10.77 	92.7      	10.84
03:55.3     	10.77 	92.7      	10.84
03:56.1     	10.76 	92.7      	10.84
03:57.0     	10.76 	92.7      	10.84
03:57.9     	10.76 	92.7      	10.84
03:58.8     	10.76 	92.7      	10.83
03:59.8     	10.76 	92.8      	10.83
04:00.7     	10.75 	92.9      	10.83
04:01.5     	10.75 	92.9      	10.83
04:02.4     	10.75 	92.9      	10.83
04:03.3     	10.76 	92.9      	10.82
04:04.2     	10.76 	92.9      	10.82
04:05.1     	10.76 	92.9      	10.82
04:06.0     	10.77 	92.9      	10.82
04:06.9     	10.77 	92.9      	10.82
04:07.8     	10.77 	92.9      	10.82
04:08.7     	10.77 	92.9      	10.82
04:09.5     	10.79 	92.8      	10.82
04:10.4     	10.80 	92.8      	10.82
04:11.4     	10.80 	92.8      	10.82
04:12.3     	10.81 	92.8      	10.82
04:13.2     	10.81 	92.8      	10.82
04:14.1     	10.81 	92.8      	10.82
04:14.9     	10.81 	92.9      	10.82
04:15.9     	10.81 	92.9      	10.82
04:16.8     	10.81 	92.9      	10.82
04:17.6     	10.81 	92.9      	10.82
04:18.5     	10.83 	92.8      	10.82
04:19.4     	10.83 	92.8      	10.82
04:20.3     	10.83 	92.8      	10.82
04:21.3     	10.82 	92.8      	10.82
04:22.2     	10.81 	92.9      	10.81
04:23.0     	10.81 	92.8      	10.81
04:23.9     	10.80 	92.9      	10.81
04:24.8     	10.80 	93.0      	10.81
04:25.7     	10.80 	93.0      	10.81
04:26.6     	10.81 	93.0      	10.81
04:27.5     	10.81 	93.0      	10.81
04:28.4     	10.82 	93.0      	10.81
