Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
06:59.0     	15.22 	60.2    	19.08
07:00.0     	15.29 	60.7    	19.09
07:00.9     	15.16 	60.6    	19.10
07:01.8     	15.27 	61.9    	19.10
07:02.7     	15.50 	63.8    	19.10
07:03.6     	15.73 	65.5    	19.11
07:04.4     	15.87 	64.7    	19.11
07:05.3     	15.85 	63.5    	19.13
07:06.3     	15.92 	62.1    	19.14
07:07.1     	16.08 	62.9    	19.16
07:08.0     	16.15 	64.7    	19.19
07:08.9     	16.32 	64.2    	19.19
07:09.8     	16.36 	62.8    	19.20
07:10.7     	16.12 	61.7    	19.21
07:11.6     	15.98 	61.4    	19.20
07:12.4     	15.88 	61.9    	19.16
07:13.4     	15.61 	61.6    	19.06
07:14.4     	15.39 	62.7    	18.95
07:15.2     	15.24 	62.3    	18.84
07:16.1     	15.07 	61.4    	18.72
07:17.0     	14.88 	59.5    	18.53
07:17.9     	14.81 	62.9    	18.42
07:18.8     	14.83 	64.4    	18.34
07:19.7     	14.86 	63.3    	18.28
07:20.6     	14.93 	60.3    	18.23
07:21.5     	14.99 	59.5    	18.20
07:22.4     	15.03 	58.7    	18.19
07:23.2     	15.06 	58.6    	18.18
07:24.1     	15.10 	58.4    	18.18
07:25.0     	15.13 	58.3    	18.18
07:25.9     	15.14 	58.3    	18.20
07:26.9     	15.21 	59.2    	18.21
07:27.8     	15.25 	59.9    	18.21
07:28.7     	15.33 	65.0    	18.22
07:29.6     	15.56 	63.1    	18.23
07:30.5     	15.55 	61.6    	18.25
07:31.3     	15.51 	59.4    	18.26
07:32.2     	15.34 	58.9    	18.27
07:33.1     	15.26 	60.2    	18.27
07:34.0     	15.20 	60.1    	18.25
07:34.9     	15.11 	59.3    	18.25
07:35.8     	15.03 	61.2    	18.25
07:36.7     	15.09 	66.0    	18.25
07:37.6     	15.26 	67.5    	18.26
07:38.5     	15.55 	64.9    	18.28
07:39.3     	15.33 	59.6    	18.23
07:40.2     	15.11 	59.0    	18.17
07:41.2     	14.93 	61.0    	18.06
07:42.1     	14.66 	57.7    	17.92
07:43.0     	14.47 	58.7    	17.77
07:43.9     	14.34 	57.9    	17.59
07:44.7     	14.24 	59.8    	17.45
07:45.6     	14.28 	59.9    	17.37
07:46.6     	14.20 	58.5    	17.25
07:47.4     	14.09 	57.1    	17.10
07:48.3     	13.87 	56.5    	16.97
07:49.7     	13.66 	55.9    	16.86
07:50.1     	13.83 	56.6    	16.74
07:51.0     	13.75 	55.2    	16.62
07:51.9     	13.70 	55.0    	16.52
07:52.7     	13.53 	56.6    	16.41
07:53.8     	13.48 	56.2    	16.31
07:54.7     	13.61 	55.4    	16.27
07:55.5     	13.69 	56.0    	16.26
07:56.4     	13.78 	55.6    	16.24
07:57.3     	13.69 	55.4    	16.17
07:58.2     	13.62 	56.1    	16.12
07:59.1     	13.65 	56.2    	16.08
08:00.0     	13.70 	57.4    	16.05
08:00.9     	13.83 	55.9    	16.03
08:01.8     	13.93 	55.7    	16.01
08:02.7     	14.01 	56.8    	16.01
08:03.5     	14.06 	55.6    	16.04
08:04.4     	14.08 	55.7    	16.06
08:05.3     	14.04 	56.4    	16.05
08:06.2     	14.00 	59.2    	16.04
08:07.1     	14.05 	57.1    	16.01
08:08.1     	14.00 	54.9    	16.00
08:09.0     	13.91 	55.6    	15.99
08:09.9     	13.84 	57.6    	15.98
08:10.8     	13.87 	57.1    	15.98
08:11.6     	13.92 	57.7    	15.99
08:12.5     	14.00 	55.9    	15.99
08:13.4     	14.03 	55.4    	16.02
08:14.3     	14.01 	57.8    	16.03
08:15.2     	13.97 	57.3    	16.05
08:16.1     	13.94 	58.6    	16.06
08:17.0     	13.88 	58.7    	16.08
08:17.9     	13.86 	56.2    	16.09
08:18.8     	13.76 	55.7    	16.08
08:19.6     	13.64 	55.6    	16.05
08:20.5     	13.57 	57.4    	16.03
08:21.4     	13.58 	56.2    	16.02
08:22.4     	13.62 	56.2    	16.02
08:23.3     	13.64 	56.3    	16.02
08:24.2     	13.64 	55.8    	16.00
08:25.1     	13.64 	55.4    	16.00
08:26.0     	13.68 	56.4    	16.01
08:26.9     	13.79 	58.5    	16.02
08:27.8     	13.85 	57.7    	16.04
08:28.7     	13.85 	56.1    	16.05
08:29.6     	13.81 	56.7    	16.05
08:30.5     	13.76 	57.2    	16.05
