Time [mm:ss]	T [°C]	U [%r H]  	Tu Cap [°C]
07:34.7     	12.55 	63.9      	12.77
07:35.6     	12.51 	64.5      	12.78
07:36.5     	12.48 	64.4      	12.79
07:37.5     	12.41 	64.7      	12.80
07:38.4     	12.36 	64.7      	12.81
07:39.2     	12.28 	63.2      	12.81
07:40.1     	12.24 	62.7      	12.81
07:41.0     	12.15 	62.5      	12.82
07:41.9     	12.11 	62.5      	12.82
07:42.8     	12.08 	63.1      	12.82
07:43.7     	11.97 	62.9      	12.82
07:44.6     	12.02 	63.1      	12.81
07:45.5     	12.07 	63.9      	12.81
07:46.4     	12.08 	64.1      	12.81
07:47.2     	12.10 	63.5      	12.80
07:48.1     	12.10 	64.3      	12.80
07:49.0     	12.13 	63.9      	12.79
07:49.9     	12.17 	63.8      	12.79
07:50.8     	12.22 	64.0      	12.79
07:51.8     	12.30 	64.6      	12.79
07:52.7     	12.28 	64.8      	12.79
07:53.6     	12.29 	65.4      	12.79
07:54.5     	12.34 	65.6      	12.79
07:55.4     	12.33 	64.3      	12.79
07:56.2     	12.26 	63.1      	12.79
07:57.2     	12.16 	61.8      	12.78
07:58.1     	12.08 	62.9      	12.78
07:58.9     	11.98 	63.2      	12.78
07:59.8     	11.91 	63.7      	12.78
08:00.7     	11.90 	63.5      	12.77
08:01.6     	11.89 	62.4      	12.76
08:02.5     	11.90 	62.0      	12.75
08:03.4     	11.91 	62.0      	12.74
08:04.2     	11.89 	62.4      	12.74
08:05.3     	11.86 	64.5      	12.73
08:06.2     	11.83 	64.5      	12.72
08:07.0     	11.82 	64.1      	12.70
08:07.9     	11.84 	62.9      	12.69
08:08.8     	11.86 	62.2      	12.68
08:09.7     	11.88 	62.2      	12.67
08:10.6     	11.92 	62.6      	12.66
08:11.5     	11.99 	62.5      	12.65
08:12.3     	12.07 	63.2      	12.64
08:13.3     	12.16 	62.6      	12.63
08:14.2     	12.17 	61.7      	12.63
08:15.0     	12.08 	61.1      	12.62
08:15.9     	12.03 	61.0      	12.62
08:16.8     	12.02 	61.6      	12.61
08:17.8     	11.99 	61.9      	12.61
08:18.7     	11.92 	61.8      	12.60
08:19.6     	11.82 	62.5      	12.60
08:20.4     	11.77 	62.6      	12.59
08:21.4     	11.74 	62.7      	12.58
08:22.3     	11.72 	62.0      	12.56
08:23.1     	11.68 	62.0      	12.55
08:24.0     	11.68 	62.3      	12.54
08:24.9     	11.68 	63.1      	12.52
08:25.8     	11.68 	63.9      	12.51
08:26.7     	11.69 	64.9      	12.50
08:27.6     	11.69 	64.3      	12.49
08:28.4     	11.72 	65.6      	12.47
08:29.4     	11.79 	64.8      	12.46
08:30.4     	11.82 	64.7      	12.45
08:31.2     	11.91 	65.0      	12.44
08:32.1     	12.05 	64.8      	12.43
08:33.0     	12.11 	63.7      	12.43
08:33.9     	12.06 	61.8      	12.43
08:34.8     	11.91 	60.6      	12.42
08:35.7     	11.84 	60.5      	12.42
08:36.5     	11.85 	61.1      	12.42
08:37.5     	11.89 	62.2      	12.42
08:38.4     	11.82 	62.3      	12.41
08:39.2     	11.67 	60.9      	12.40
08:40.1     	11.62 	62.2      	12.39
08:41.0     	11.62 	62.2      	12.38
08:41.9     	11.62 	61.5      	12.38
08:42.9     	11.63 	61.1      	12.37
08:43.8     	11.63 	60.8      	12.36
08:44.6     	11.67 	61.2      	12.35
08:45.6     	11.66 	61.7      	12.35
08:46.5     	11.63 	61.9      	12.34
08:47.3     	11.61 	61.8      	12.34
08:48.2     	11.61 	62.2      	12.33
08:49.1     	11.58 	62.4      	12.32
08:50.0     	11.60 	61.9      	12.31
08:50.9     	11.63 	62.1      	12.30
08:51.8     	11.70 	63.1      	12.30
08:52.6     	11.74 	63.0      	12.29
08:53.6     	11.73 	63.3      	12.28
08:54.5     	11.73 	62.8      	12.28
08:55.3     	11.71 	62.9      	12.27
08:56.3     	11.69 	62.8      	12.27
08:57.2     	11.66 	63.2      	12.27
08:58.1     	11.66 	63.7      	12.26
08:59.0     	11.65 	62.6      	12.26
08:59.9     	11.61 	62.1      	12.26
09:00.8     	11.62 	62.7      	12.25
09:01.7     	11.68 	62.7      	12.25
09:02.6     	11.72 	62.4      	12.25
09:03.4     	11.74 	62.7      	12.24
09:04.3     	11.78 	62.5      	12.24
09:05.2     	11.78 	62.5      	12.24
09:06.1     	11.77 	62.6      	12.24
09:07.0     	11.81 	63.3      	12.24
09:07.9     	11.82 	63.5      	12.24
09:08.8     	11.83 	63.8      	12.24
09:09.8     	11.82 	64.5      	12.24
09:10.7     	11.80 	64.8      	12.24
09:11.5     	11.79 	65.1      	12.24
09:12.4     	11.79 	65.5      	12.24
09:13.3     	11.77 	65.6      	12.24
09:14.2     	11.77 	65.4      	12.25
09:15.1     	11.80 	65.8      	12.25
09:16.0     	11.83 	66.3      	12.25
09:16.9     	11.83 	64.7      	12.25
09:17.8     	11.83 	65.1      	12.26
09:18.7     	11.83 	65.7      	12.26
09:19.5     	11.82 	66.0      	12.26
09:20.4     	11.83 	67.1      	12.26
09:21.3     	11.89 	66.0      	12.27
09:22.2     	11.96 	65.7      	12.27
09:23.1     	11.97 	65.8      	12.28
09:24.1     	12.01 	66.1      	12.28
09:25.0     	12.05 	66.2      	12.27
09:25.9     	12.07 	65.6      	12.29
09:26.8     	12.08 	64.8      	12.30
09:27.6     	12.10 	64.1      	12.30
09:28.6     	12.07 	63.0      	12.31
09:29.5     	12.04 	62.8      	12.31
09:30.3     	12.02 	64.3      	12.32
09:31.2     	12.07 	65.0      	12.33
09:32.1     	12.13 	64.4      	12.33
