Time [mm:ss]	T [°C]	U [%r H]   	Tu Cap [°C]
04:58.0     	16.04 	60.9       	18.44
04:58.9     	15.94 	59.2       	18.36
04:59.8     	15.79 	61.7       	18.28
05:00.7     	15.82 	60.2       	18.21
05:01.5     	15.68 	57.9       	18.14
05:02.4     	15.56 	57.7       	18.09
05:03.3     	15.48 	59.3       	18.03
05:04.2     	15.61 	60.8       	17.97
05:05.1     	15.67 	61.8       	17.92
05:06.0     	16.12 	65.1       	17.87
05:06.9     	16.21 	60.9       	17.81
05:07.8     	16.11 	60.4       	17.75
05:08.8     	15.98 	57.6       	17.70
05:09.6     	15.75 	58.1       	17.65
05:10.5     	15.74 	59.0       	17.61
05:11.4     	15.73 	60.1       	17.57
05:12.3     	15.74 	59.1       	17.54
05:13.2     	15.82 	60.7       	17.51
05:14.1     	16.04 	62.3       	17.50
05:15.0     	16.00 	60.4       	17.48
05:15.9     	15.88 	58.2       	17.46
05:16.8     	15.66 	58.3       	17.44
05:17.6     	15.48 	57.6       	17.42
05:18.5     	15.38 	58.7       	17.40
05:19.4     	15.44 	60.0       	17.38
05:20.3     	15.60 	61.3       	17.38
05:21.2     	15.81 	62.0       	17.37
05:22.1     	16.01 	62.1       	17.37
05:23.1     	16.11 	62.2       	17.37
05:24.0     	16.34 	62.8       	17.38
05:24.9     	16.54 	63.0       	17.39
05:25.7     	16.82 	65.3       	17.41
05:26.6     	17.25 	67.9       	17.46
05:27.6     	17.41 	63.7       	17.49
05:28.4     	17.06 	60.6       	17.53
05:29.3     	17.12 	63.8       	17.56
05:30.2     	17.30 	63.9       	17.60
05:31.1     	17.05 	62.5       	17.64
05:32.0     	16.86 	61.3       	17.67
05:32.9     	16.89 	62.6       	17.71
05:33.7     	17.04 	65.7       	17.74
05:34.7     	17.11 	64.3       	17.78
05:35.6     	17.04 	61.6       	17.82
05:36.5     	16.97 	61.4       	17.85
05:37.4     	16.86 	60.7       	17.88
05:38.3     	16.67 	59.9       	17.91
05:39.2     	16.59 	59.8       	17.94
05:40.1     	16.47 	59.3       	17.97
05:41.0     	16.41 	60.6       	17.99
05:41.8     	16.40 	58.6       	18.00
05:42.8     	16.18 	58.2       	17.99
05:43.7     	16.14 	58.6       	17.98
05:44.5     	15.99 	58.1       	17.96
05:45.4     	15.91 	58.4       	17.96
05:46.3     	15.94 	58.9       	17.95
05:47.2     	16.04 	60.1       	17.95
05:48.1     	16.19 	60.8       	17.95
05:49.0     	16.35 	62.0       	17.95
05:50.0     	16.70 	66.2       	17.96
05:50.9     	16.92 	62.2       	17.97
05:51.8     	16.57 	59.0       	17.97
05:52.6     	16.27 	58.4       	17.98
05:53.5     	16.01 	58.4       	17.97
05:54.4     	15.95 	60.0       	17.97
05:55.3     	15.93 	60.6       	17.96
05:56.2     	16.04 	61.9       	17.95
05:57.1     	16.12 	62.2       	17.94
05:58.0     	16.25 	62.3       	17.94
05:58.9     	16.39 	62.8       	17.94
05:59.8     	16.58 	63.7       	17.94
06:00.6     	16.90 	65.6       	17.95
06:01.5     	17.42 	69.5       	17.97
06:02.4     	18.19 	71.0       	18.02
06:03.4     	18.05 	65.9       	18.05
06:04.3     	17.83 	60.8       	18.08
06:05.2     	17.54 	58.8       	18.09
06:06.1     	17.37 	59.7       	18.10
06:07.0     	17.33 	60.7       	18.13
06:07.9     	17.25 	59.7       	18.15
06:08.7     	17.22 	61.8       	18.17
06:09.6     	17.23 	61.6       	18.20
06:10.5     	17.34 	63.2       	18.22
06:11.5     	17.41 	63.1       	18.25
06:12.3     	17.33 	61.9       	18.28
06:13.2     	17.31 	62.1       	18.31
06:14.1     	17.33 	62.8       	18.33
06:15.0     	17.40 	63.0       	18.36
06:15.9     	17.43 	62.5       	18.39
06:16.9     	17.52 	63.0       	18.42
