Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
07:38.6     	13.54 	94.7        	13.78
07:39.5     	13.53 	94.8        	13.78
07:40.4     	13.53 	94.8        	13.77
07:41.3     	13.53 	94.8        	13.77
07:42.2     	13.53 	94.7        	13.77
07:43.1     	13.53 	94.7        	13.77
07:44.0     	13.54 	94.7        	13.77
07:44.9     	13.56 	94.7        	13.76
07:45.8     	13.56 	94.7        	13.76
07:46.7     	13.55 	94.8        	13.76
07:47.6     	13.54 	94.9        	13.76
07:48.5     	13.53 	94.9        	13.76
07:49.4     	13.54 	94.9        	13.76
07:50.3     	13.54 	94.9        	13.76
07:51.2     	13.53 	95.0        	13.76
07:52.0     	13.53 	95.0        	13.76
07:52.9     	13.53 	95.1        	13.76
07:53.9     	13.53 	95.1        	13.76
07:54.7     	13.53 	95.1        	13.76
07:55.6     	13.53 	95.1        	13.76
07:56.6     	13.53 	95.1        	13.76
07:57.5     	13.54 	95.2        	13.76
07:58.4     	13.53 	95.2        	13.76
07:59.3     	13.53 	95.3        	13.76
08:00.1     	13.53 	95.3        	13.76
08:01.0     	13.54 	95.2        	13.76
08:01.9     	13.56 	95.2        	13.77
08:02.8     	13.56 	95.2        	13.77
08:03.7     	13.55 	95.3        	13.77
08:04.6     	13.54 	95.3        	13.77
08:05.5     	13.53 	95.4        	13.77
08:06.4     	13.53 	95.4        	13.77
08:07.3     	13.54 	95.4        	13.77
08:08.1     	13.55 	95.4        	13.77
08:09.1     	13.54 	95.5        	13.77
08:10.1     	13.56 	95.4        	13.77
08:10.9     	13.57 	95.4        	13.77
08:11.8     	13.57 	95.4        	13.77
08:12.7     	13.58 	95.3        	13.77
08:13.6     	13.59 	95.3        	13.77
08:14.5     	13.59 	95.4        	13.77
08:15.4     	13.58 	95.4        	13.77
08:16.3     	13.58 	95.4        	13.77
08:17.2     	13.57 	95.6        	13.77
08:18.1     	13.57 	95.5        	13.77
08:18.9     	13.61 	95.6        	13.77
08:19.8     	13.62 	95.5        	13.78
08:20.7     	13.62 	95.3        	13.78
08:21.6     	13.58 	95.2        	13.78
08:22.5     	13.56 	95.4        	13.78
08:23.5     	13.56 	95.4        	13.77
08:24.4     	13.56 	95.4        	13.77
08:25.3     	13.55 	95.5        	13.77
08:26.2     	13.56 	95.5        	13.77
08:27.0     	13.57 	95.5        	13.77
08:27.9     	13.57 	95.5        	13.77
08:28.8     	13.57 	95.5        	13.77
08:29.7     	13.58 	95.6        	13.77
08:30.6     	13.58 	95.5        	13.77
08:31.5     	13.59 	95.5        	13.77
08:32.4     	13.61 	95.5        	13.78
