Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
06:10.8     	12.63 	93.3    	12.78
06:11.6     	12.63 	93.4    	12.78
06:12.5     	12.64 	93.4    	12.78
06:13.5     	12.67 	93.4    	12.78
06:14.4     	12.69 	93.4    	12.78
06:15.3     	12.68 	93.5    	12.78
06:16.2     	12.68 	93.5    	12.78
06:17.1     	12.68 	93.5    	12.78
06:18.0     	12.70 	93.6    	12.79
06:18.9     	12.72 	93.5    	12.79
06:19.7     	12.71 	93.5    	12.79
06:20.6     	12.69 	93.6    	12.79
06:21.5     	12.68 	93.7    	12.79
06:22.4     	12.67 	93.7    	12.79
06:23.3     	12.65 	93.8    	12.80
06:24.3     	12.64 	93.9    	12.80
06:25.2     	12.64 	93.9    	12.80
06:26.1     	12.67 	93.7    	12.80
06:26.9     	12.69 	93.9    	12.80
06:27.8     	12.69 	93.9    	12.81
06:28.7     	12.69 	93.8    	12.81
06:29.6     	12.68 	93.8    	12.81
06:30.5     	12.66 	93.9    	12.81
06:31.4     	12.66 	93.7    	12.81
06:32.3     	12.64 	93.8    	12.81
06:33.2     	12.62 	93.7    	12.81
06:34.1     	12.61 	93.7    	12.80
06:35.0     	12.63 	93.7    	12.80
06:35.9     	12.63 	93.8    	12.80
06:36.8     	12.63 	93.8    	12.80
06:37.7     	12.64 	93.7    	12.80
06:38.6     	12.65 	93.7    	12.80
06:39.4     	12.66 	93.7    	12.80
06:40.3     	12.67 	93.8    	12.80
06:41.3     	12.69 	93.8    	12.80
06:42.1     	12.69 	93.7    	12.80
06:43.0     	12.68 	93.7    	12.81
06:43.9     	12.68 	93.7    	12.81
06:44.9     	12.68 	93.7    	12.81
06:45.8     	12.68 	93.6    	12.81
06:46.7     	12.68 	93.7    	12.81
06:47.5     	12.68 	93.6    	12.81
06:48.4     	12.66 	93.5    	12.81
06:49.3     	12.65 	93.5    	12.81
06:50.2     	12.65 	93.5    	12.80
06:51.1     	12.65 	93.5    	12.80
06:52.0     	12.65 	93.6    	12.80
06:52.9     	12.65 	93.7    	12.80
06:53.8     	12.67 	93.7    	12.81
06:54.7     	12.67 	93.7    	12.81
06:55.6     	12.66 	93.7    	12.80
06:56.5     	12.65 	93.8    	12.81
06:57.4     	12.65 	93.8    	12.81
06:58.3     	12.64 	93.9    	12.81
06:59.2     	12.65 	93.9    	12.81
07:00.1     	12.67 	93.9    	12.81
07:00.9     	12.67 	93.8    	12.81
07:01.8     	12.67 	93.9    	12.81
07:02.8     	12.67 	93.9    	12.81
07:03.6     	12.70 	94.0    	12.81
07:04.5     	12.73 	93.8    	12.82
07:05.4     	12.74 	93.6    	12.82
07:06.3     	12.72 	93.5    	12.82
07:07.3     	12.71 	93.6    	12.82
07:08.2     	12.70 	93.7    	12.82
07:09.0     	12.71 	93.8    	12.82
07:09.9     	12.74 	93.7    	12.83
