Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
05:34.6     	14.07 	94.3        	14.48
05:35.5     	14.07 	94.4        	14.49
05:36.4     	14.11 	94.3        	14.49
05:37.3     	14.12 	94.2        	14.49
05:38.1     	14.11 	94.3        	14.50
05:39.0     	14.09 	94.2        	14.50
05:39.9     	14.03 	94.2        	14.50
05:40.8     	13.99 	94.3        	14.49
05:41.7     	13.95 	94.2        	14.48
05:42.8     	13.92 	94.0        	14.47
05:43.4     	13.93 	94.0        	14.45
05:44.4     	13.91 	93.9        	14.43
05:45.4     	13.91 	93.9        	14.42
05:46.7     	13.90 	93.9        	14.41
05:47.1     	13.93 	93.9        	14.40
05:48.0     	13.94 	93.9        	14.39
05:48.9     	13.93 	94.0        	14.39
05:49.8     	13.93 	93.9        	14.39
05:50.7     	13.92 	93.9        	14.38
05:51.5     	13.93 	93.9        	14.38
05:52.4     	14.00 	93.8        	14.38
05:53.3     	13.99 	93.9        	14.38
05:54.2     	14.00 	93.9        	14.38
05:55.2     	14.04 	93.8        	14.38
05:56.1     	14.06 	93.8        	14.39
05:57.0     	14.10 	93.7        	14.39
05:57.9     	14.14 	93.7        	14.40
05:58.8     	14.11 	93.9        	14.40
05:59.7     	14.09 	94.0        	14.41
06:00.5     	14.08 	94.1        	14.42
06:01.4     	14.07 	94.1        	14.42
06:02.3     	14.07 	94.2        	14.43
06:03.2     	14.06 	94.2        	14.43
06:04.1     	14.04 	94.3        	14.44
06:05.0     	14.04 	94.2        	14.44
06:05.9     	14.00 	94.1        	14.44
06:06.8     	13.96 	94.2        	14.43
06:07.7     	13.95 	94.3        	14.43
06:08.6     	13.98 	94.4        	14.43
06:09.5     	13.98 	94.2        	14.43
06:10.4     	13.99 	94.1        	14.43
06:11.3     	14.01 	93.9        	14.42
06:12.2     	13.97 	94.0        	14.42
06:13.1     	13.98 	94.0        	14.42
06:13.9     	13.99 	94.1        	14.42
06:14.8     	13.99 	94.1        	14.42
06:15.7     	13.96 	94.1        	14.42
06:16.7     	13.93 	94.2        	14.42
06:17.6     	13.91 	94.2        	14.41
06:18.5     	13.89 	94.2        	14.40
06:19.4     	13.88 	94.2        	14.40
06:20.3     	13.89 	94.2        	14.39
06:21.2     	13.95 	94.2        	14.39
06:22.0     	13.96 	94.2        	14.39
06:22.9     	14.00 	94.2        	14.40
06:23.8     	14.01 	94.1        	14.40
06:24.7     	14.03 	94.0        	14.40
06:25.6     	14.01 	94.1        	14.40
06:26.5     	13.98 	94.2        	14.40
06:27.4     	13.99 	94.3        	14.41
06:28.3     	14.00 	94.2        	14.41
06:29.3     	14.00 	94.3        	14.41
06:30.1     	14.04 	94.2        	14.42
06:31.0     	14.09 	94.1        	14.42
06:31.9     	14.08 	94.1        	14.43
06:32.8     	14.09 	94.2        	14.43
06:33.7     	14.11 	94.1        	14.44
06:34.6     	14.09 	94.3        	14.45
06:35.4     	14.10 	94.3        	14.45
06:36.3     	14.06 	94.3        	14.45
06:37.2     	14.03 	94.3        	14.46
06:38.1     	13.98 	94.3        	14.45
06:39.1     	13.96 	94.4        	14.45
06:40.0     	13.95 	94.4        	14.45
06:40.9     	13.95 	94.5        	14.45
06:41.8     	13.94 	94.5        	14.44
06:42.7     	13.93 	94.5        	14.44
06:43.5     	13.92 	94.5        	14.44
06:44.4     	13.91 	94.5        	14.44
06:45.3     	13.95 	94.5        	14.44
06:46.2     	13.96 	94.5        	14.44
06:47.1     	13.97 	94.5        	14.45
06:48.0     	13.98 	94.4        	14.45
06:48.9     	13.99 	94.4        	14.45
06:49.8     	13.96 	94.4        	14.45
06:50.7     	13.93 	94.5        	14.45
06:51.6     	13.91 	94.4        	14.45
06:52.5     	13.94 	94.4        	14.44
06:53.4     	13.93 	94.3        	14.44
06:54.3     	13.94 	94.3        	14.44
06:55.2     	13.97 	94.3        	14.44
06:56.1     	13.99 	94.3        	14.44
06:56.9     	14.00 	94.3        	14.44
06:57.8     	14.01 	94.3        	14.44
06:58.8     	13.99 	94.3        	14.44
06:59.7     	14.01 	94.5        	14.44
07:00.6     	14.02 	94.4        	14.45
07:01.5     	14.02 	94.1        	14.44
07:02.3     	14.03 	94.1        	14.44
07:03.3     	14.04 	94.2        	14.44
07:04.2     	14.02 	94.0        	14.44
07:05.0     	13.98 	94.1        	14.45
07:05.9     	13.95 	94.3        	14.45
07:06.8     	13.93 	94.4        	14.45
07:07.7     	13.92 	94.5        	14.45
07:08.7     	13.91 	94.6        	14.46
07:09.6     	13.91 	94.6        	14.46
07:10.4     	13.92 	94.6        	14.46
07:11.3     	13.95 	94.5        	14.47
07:12.2     	13.97 	94.6        	14.47
07:13.1     	14.00 	94.5        	14.47
07:14.0     	13.99 	94.5        	14.48
07:14.9     	13.99 	94.6        	14.48
07:15.8     	14.02 	94.5        	14.48
07:16.7     	14.05 	94.3        	14.48
07:17.6     	14.00 	94.2        	14.48
07:18.4     	13.98 	94.3        	14.48
07:19.4     	13.97 	94.3        	14.48
07:20.3     	14.01 	94.3        	14.48
07:21.2     	14.04 	94.4        	14.48
07:22.1     	14.04 	94.4        	14.48
07:23.0     	14.02 	94.4        	14.48
07:23.8     	14.00 	94.4        	14.48
07:24.8     	13.97 	94.3        	14.47
07:25.7     	13.94 	94.3        	14.47
07:26.5     	13.92 	94.3        	14.47
07:27.4     	13.90 	94.2        	14.46
07:28.3     	13.89 	94.2        	14.46
07:29.2     	13.89 	94.4        	14.45
07:30.2     	13.89 	94.3        	14.45
07:31.1     	13.88 	94.3        	14.44
07:31.9     	13.87 	94.3        	14.44
07:32.8     	13.88 	94.3        	14.44
07:33.7     	13.90 	94.4        	14.43
07:34.6     	13.89 	94.4        	14.43
07:35.5     	13.89 	94.3        	14.42
07:36.4     	13.88 	94.2        	14.41
07:37.3     	13.88 	94.3        	14.41
07:38.2     	13.88 	94.2        	14.41
07:39.1     	13.88 	94.4        	14.40
07:40.0     	13.94 	94.4        	14.40
07:40.8     	14.01 	94.4        	14.40
07:41.8     	13.99 	94.3        	14.41
07:42.5     	13.96 	94.1        	14.40
07:42.7     	13.97 	94.2        	14.40
07:43.6     	13.98 	94.2        	14.41
07:44.5     	13.95 	94.3        	14.40
07:45.4     	13.93 	94.4        	14.40
07:46.3     	13.92 	94.1        	14.40
07:47.1     	13.91 	94.1        	14.39
07:48.0     	13.90 	94.2        	14.39
07:48.9     	13.90 	94.2        	14.39
07:49.8     	13.90 	94.2        	14.39
07:50.8     	13.88 	94.2        	14.39
07:51.7     	13.87 	94.3        	14.39
07:52.6     	13.86 	94.4        	14.39
07:53.5     	13.87 	94.3        	14.38
07:54.3     	13.86 	94.3        	14.38
07:55.2     	13.86 	93.9        	14.37
07:56.1     	13.83 	93.8        	14.35
07:57.0     	13.83 	94.0        	14.34
07:57.9     	13.83 	93.8        	14.33
07:58.8     	13.82 	93.8        	14.32
07:59.6     	13.82 	93.9        	14.31
08:00.6     	13.82 	93.9        	14.31
08:01.5     	13.82 	94.0        	14.30
08:02.4     	13.83 	93.9        	14.30
08:03.3     	13.85 	93.9        	14.30
08:04.2     	13.90 	93.9        	14.30
08:05.1     	13.92 	94.0        	14.30
08:06.0     	13.93 	94.0        	14.31
08:06.9     	13.98 	94.0        	14.31
08:07.7     	14.00 	94.1        	14.32
08:08.6     	13.96 	94.2        	14.33
08:09.5     	13.93 	94.2        	14.33
08:10.4     	13.91 	94.3        	14.34
08:11.3     	13.90 	94.3        	14.34
08:12.2     	13.91 	94.4        	14.34
08:13.2     	13.91 	94.4        	14.35
08:14.1     	13.91 	94.3        	14.35
08:15.0     	13.91 	94.3        	14.35
08:15.8     	13.89 	94.3        	14.35
08:16.7     	13.87 	94.2        	14.35
08:17.6     	13.86 	94.2        	14.35
08:18.5     	13.86 	94.3        	14.35
08:19.4     	13.88 	94.3        	14.35
08:20.3     	13.89 	94.2        	14.35
08:21.2     	13.88 	94.3        	14.35
08:22.1     	13.88 	94.3        	14.35
08:23.0     	13.88 	94.3        	14.35
08:23.9     	13.87 	94.2        	14.35
08:24.8     	13.87 	94.2        	14.35
08:25.7     	13.92 	94.2        	14.35
08:26.6     	13.92 	94.1        	14.35
08:27.5     	13.92 	94.1        	14.35
08:28.4     	13.91 	94.1        	14.35
08:29.2     	13.91 	94.1        	14.35
08:30.1     	13.88 	94.2        	14.35
08:31.0     	13.87 	94.2        	14.35
08:31.9     	13.86 	94.3        	14.35
08:32.8     	13.87 	94.3        	14.35
08:33.7     	13.90 	94.3        	14.35
08:34.7     	13.91 	94.3        	14.35
08:35.6     	13.91 	94.4        	14.35
08:36.5     	13.92 	94.4        	14.36
08:37.3     	13.96 	94.4        	14.36
08:38.2     	14.01 	94.3        	14.36
08:39.1     	14.00 	94.3        	14.37
08:40.0     	14.00 	94.3        	14.37
08:40.9     	13.95 	94.4        	14.37
08:41.8     	13.92 	94.4        	14.37
08:42.7     	13.93 	94.4        	14.37
08:43.6     	13.90 	94.4        	14.36
08:44.5     	13.88 	94.4        	14.36
08:45.4     	13.84 	94.3        	14.36
08:46.3     	13.82 	94.3        	14.35
08:47.2     	13.81 	94.2        	14.33
08:48.1     	13.80 	94.1        	14.32
08:49.0     	13.79 	94.2        	14.31
08:49.9     	13.78 	94.2        	14.31
08:50.8     	13.79 	94.2        	14.31
08:51.7     	13.80 	94.2        	14.30
08:52.6     	13.80 	94.1        	14.29
08:53.4     	13.79 	94.1        	14.28
08:54.3     	13.80 	94.0        	14.27
08:55.2     	13.80 	94.1        	14.27
08:56.2     	13.82 	94.2        	14.26
08:57.1     	13.83 	94.2        	14.26
08:58.0     	13.82 	94.2        	14.26
08:58.8     	13.83 	94.2        	14.26
08:59.7     	13.82 	94.2        	14.26
09:00.6     	13.85 	94.3        	14.26
09:01.5     	13.87 	94.3        	14.26
09:02.4     	13.87 	94.3        	14.26
09:03.3     	13.89 	94.3        	14.27
09:04.2     	13.88 	94.4        	14.27
09:05.1     	13.90 	94.3        	14.27
09:06.0     	13.88 	94.3        	14.28
09:06.8     	13.85 	94.3        	14.28
09:07.8     	13.84 	94.4        	14.28
09:08.7     	13.84 	94.4        	14.28
09:09.6     	13.85 	94.5        	14.28
09:10.5     	13.85 	94.5        	14.28
09:11.4     	13.85 	94.5        	14.28
09:12.3     	13.85 	94.5        	14.29
09:13.2     	13.88 	94.5        	14.29
09:14.1     	13.88 	94.5        	14.29
09:14.9     	13.88 	94.6        	14.30
09:15.8     	13.94 	94.5        	14.30
09:16.7     	13.93 	94.5        	14.31
09:17.7     	13.93 	94.5        	14.31
09:18.6     	13.95 	94.5        	14.32
09:19.5     	13.98 	94.4        	14.32
09:20.3     	14.02 	94.3        	14.33
09:21.2     	14.02 	94.5        	14.34
09:22.1     	14.04 	94.5        	14.34
09:23.0     	14.00 	94.5        	14.35
09:23.9     	13.98 	94.5        	14.35
09:24.8     	13.94 	94.6        	14.36
09:25.7     	13.92 	94.7        	14.36
09:26.6     	13.91 	94.8        	14.36
09:27.5     	13.90 	94.8        	14.36
09:28.5     	13.90 	94.8        	14.35
09:29.3     	13.90 	94.9        	14.35
09:30.2     	13.89 	94.9        	14.36
09:31.1     	13.89 	94.9        	14.36
09:32.0     	13.90 	94.9        	14.36
09:32.9     	13.93 	94.8        	14.37
09:33.8     	13.99 	94.6        	14.37
09:34.6     	14.02 	94.7        	14.38
09:35.5     	14.03 	94.7        	14.39
09:36.5     	13.97 	94.8        	14.39
09:37.3     	13.94 	94.9        	14.39
09:38.2     	13.93 	94.8        	14.39
09:39.2     	13.88 	94.3        	14.38
09:40.1     	13.83 	94.2        	14.37
09:41.0     	13.81 	94.3        	14.36
09:41.9     	13.85 	94.3        	14.35
09:42.7     	13.85 	94.3        	14.35
09:43.6     	13.85 	94.3        	14.34
09:44.5     	13.85 	94.3        	14.34
09:45.4     	13.85 	94.4        	14.34
09:46.3     	13.85 	94.5        	14.34
09:47.2     	13.87 	94.4        	14.33
09:48.1     	13.86 	94.4        	14.33
09:49.0     	13.86 	94.3        	14.32
