Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
08:50.5     	15.91 	71.2    	16.69
08:51.4     	15.95 	69.9    	16.67
08:52.3     	16.01 	69.8    	16.67
08:53.2     	16.00 	69.3    	16.67
08:54.1     	16.15 	70.6    	16.67
08:54.9     	16.12 	70.3    	16.67
08:55.8     	16.15 	69.7    	16.67
08:56.7     	16.21 	70.3    	16.68
08:57.6     	16.45 	71.8    	16.69
08:58.5     	16.54 	71.2    	16.71
08:59.5     	16.53 	69.1    	16.72
09:00.4     	16.46 	69.7    	16.73
09:01.3     	16.49 	70.1    	16.75
09:02.2     	16.75 	72.6    	16.77
09:03.0     	16.88 	71.4    	16.80
09:03.9     	17.01 	72.3    	16.83
09:04.8     	17.19 	71.8    	16.86
09:05.7     	17.21 	71.6    	16.89
09:06.6     	17.16 	71.6    	16.92
09:07.5     	17.10 	69.8    	16.96
09:08.4     	16.90 	69.5    	16.99
09:09.3     	16.99 	71.6    	17.02
09:10.2     	16.82 	68.3    	17.05
09:11.1     	16.55 	67.0    	17.07
09:12.0     	16.29 	67.0    	17.09
09:12.9     	16.13 	67.7    	17.11
09:13.8     	16.05 	68.6    	17.12
09:14.7     	16.13 	70.1    	17.13
09:15.6     	16.29 	71.4    	17.13
09:16.4     	16.42 	71.6    	17.14
09:17.3     	16.50 	70.9    	17.15
09:18.3     	16.59 	71.4    	17.15
09:19.1     	16.49 	69.0    	17.14
09:20.0     	16.28 	68.0    	17.11
09:21.0     	16.24 	69.2    	17.11
09:21.9     	16.37 	70.7    	17.12
09:22.8     	16.49 	70.1    	17.12
09:23.7     	16.53 	69.8    	17.13
09:24.5     	16.61 	70.6    	17.14
09:25.4     	16.62 	69.6    	17.15
09:26.3     	16.55 	69.4    	17.16
09:27.2     	16.54 	70.2    	17.17
09:28.1     	16.56 	70.6    	17.18
09:29.0     	16.67 	69.7    	17.18
09:29.9     	16.57 	69.9    	17.19
09:30.8     	16.74 	71.3    	17.20
09:31.7     	16.93 	71.6    	17.21
09:32.6     	16.76 	69.9    	17.23
09:33.5     	16.64 	69.2    	17.24
09:34.4     	16.44 	68.1    	17.24
09:35.3     	16.18 	67.3    	17.24
09:36.2     	16.04 	67.4    	17.24
09:37.1     	15.88 	67.7    	17.23
09:37.9     	15.84 	68.6    	17.22
09:38.8     	15.97 	71.1    	17.22
09:39.8     	16.22 	71.1    	17.21
09:40.6     	16.30 	70.2    	17.21
09:41.5     	16.20 	69.0    	17.20
09:42.5     	16.07 	68.9    	17.19
09:43.4     	16.09 	69.9    	17.18
09:44.3     	16.18 	70.4    	17.18
09:45.2     	16.31 	71.2    	17.17
09:46.1     	16.60 	72.6    	17.17
09:46.9     	16.65 	71.6    	17.17
09:47.8     	16.84 	72.7    	17.18
09:48.7     	17.11 	72.9    	17.19
