Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
06:42.1     	8.11  	90.5        	8.17
06:43.1     	8.11  	90.5        	8.17
06:44.0     	8.10  	90.5        	8.16
06:44.8     	8.10  	90.5        	8.16
06:45.7     	8.09  	90.5        	8.16
06:46.6     	8.09  	90.5        	8.16
06:47.5     	8.09  	90.4        	8.16
06:48.4     	8.09  	90.4        	8.16
06:49.3     	8.09  	90.4        	8.16
06:50.2     	8.08  	90.5        	8.15
06:51.1     	8.09  	90.6        	8.15
06:52.0     	8.09  	90.6        	8.15
06:52.8     	8.09  	90.6        	8.15
06:53.7     	8.08  	90.6        	8.15
06:54.6     	8.08  	90.5        	8.15
06:55.6     	8.08  	90.5        	8.15
06:56.5     	8.08  	90.4        	8.15
06:57.4     	8.07  	90.5        	8.14
06:58.2     	8.06  	90.6        	8.14
06:59.2     	8.06  	90.7        	8.14
07:00.1     	8.07  	90.7        	8.14
07:00.9     	8.07  	90.6        	8.14
07:01.8     	8.07  	90.6        	8.14
07:02.7     	8.07  	90.7        	8.14
07:03.6     	8.07  	90.8        	8.13
07:04.5     	8.07  	90.8        	8.13
07:05.4     	8.06  	90.9        	8.13
07:06.3     	8.05  	91.0        	8.13
07:07.3     	8.04  	91.0        	8.13
07:08.2     	8.03  	91.0        	8.13
07:09.0     	8.03  	91.0        	8.13
07:09.9     	8.03  	91.0        	8.13
07:10.8     	8.04  	90.9        	8.12
07:11.7     	8.04  	90.8        	8.12
07:12.6     	8.05  	90.8        	8.12
07:13.5     	8.05  	90.7        	8.12
07:14.4     	8.06  	90.7        	8.12
07:15.3     	8.07  	90.6        	8.12
07:16.2     	8.07  	90.6        	8.11
07:17.0     	8.08  	90.6        	8.11
07:17.9     	8.08  	90.5        	8.11
07:18.8     	8.07  	90.6        	8.11
07:19.7     	8.07  	90.6        	8.11
07:20.7     	8.06  	90.7        	8.11
07:21.6     	8.08  	90.5        	8.11
07:22.5     	8.08  	90.5        	8.10
07:23.4     	8.09  	90.4        	8.10
07:24.3     	8.10  	90.3        	8.10
07:25.1     	8.10  	90.3        	8.10
07:26.0     	8.09  	90.3        	8.10
07:26.9     	8.10  	90.3        	8.10
07:27.8     	8.10  	90.2        	8.10
07:28.7     	8.11  	90.1        	8.10
07:29.6     	8.11  	90.2        	8.10
07:30.5     	8.11  	90.2        	8.10
07:31.4     	8.11  	90.2        	8.09
07:32.3     	8.10  	90.2        	8.09
07:33.2     	8.09  	90.2        	8.09
07:34.1     	8.08  	90.3        	8.09
07:35.0     	8.10  	90.2        	8.09
07:35.9     	8.10  	90.2        	8.09
07:36.8     	8.10  	90.2        	8.09
07:37.7     	8.12  	90.1        	8.09
07:38.6     	8.13  	90.1        	8.09
07:39.5     	8.14  	90.0        	8.09
07:40.4     	8.15  	90.0        	8.09
07:41.2     	8.17  	89.9        	8.09
07:42.1     	8.17  	89.9        	8.09
07:43.0     	8.18  	89.9        	8.09
07:43.9     	8.19  	89.9        	8.09
07:44.8     	8.20  	89.9        	8.09
07:45.7     	8.20  	89.9        	8.10
07:46.7     	8.21  	89.9        	8.10
07:47.6     	8.21  	89.9        	8.10
07:48.5     	8.21  	89.9        	8.10
07:49.3     	8.21  	89.9        	8.10
07:50.2     	8.20  	90.0        	8.10
07:51.1     	8.20  	90.1        	8.10
07:52.0     	8.19  	90.1        	8.10
07:52.9     	8.18  	90.2        	8.11
07:53.8     	8.18  	90.2        	8.11
07:54.7     	8.17  	90.2        	8.11
07:55.6     	8.18  	90.2        	8.11
07:56.5     	8.17  	90.2        	8.11
07:57.3     	8.17  	90.2        	8.11
07:58.2     	8.18  	90.1        	8.11
