Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
28:53.1     	--    	--      	--
28:53.1     	      	        	
28:53.3     	5.15  	78.0    	5.59
28:54.2     	5.13  	78.3    	5.56
28:55.1     	5.11  	78.4    	5.53
28:55.9     	5.09  	78.5    	5.50
28:56.8     	5.05  	78.5    	5.47
28:57.7     	5.03  	78.7    	5.45
28:58.6     	5.01  	78.9    	5.42
28:59.5     	4.98  	79.1    	5.39
29:00.4     	4.96  	79.2    	5.36
29:01.3     	4.93  	79.3    	5.34
29:02.2     	4.90  	79.5    	5.31
29:03.1     	4.88  	79.6    	5.28
29:03.9     	4.86  	79.7    	5.25
29:04.9     	4.83  	79.7    	5.23
29:05.8     	4.80  	79.8    	5.20
29:06.7     	4.78  	79.8    	5.18
29:07.6     	4.75  	79.9    	5.15
29:08.5     	4.72  	80.0    	5.12
29:09.4     	4.70  	80.2    	5.09
29:10.3     	4.67  	80.2    	5.07
29:11.2     	4.64  	80.4    	5.03
29:12.0     	4.61  	80.4    	5.00
29:13.0     	4.58  	80.5    	4.97
29:13.9     	4.55  	80.6    	4.94
29:14.7     	4.51  	80.7    	4.91
29:14.9     	4.55  	80.7    	4.91
29:15.6     	4.48  	80.9    	4.87
29:16.5     	4.43  	81.0    	4.84
29:17.5     	4.39  	81.2    	4.81
29:18.4     	4.35  	81.4    	4.77
29:19.3     	4.31  	81.6    	4.74
29:20.1     	4.27  	81.8    	4.71
29:21.0     	4.23  	81.9    	4.68
29:22.0     	4.20  	82.2    	4.64
29:22.8     	4.17  	82.4    	4.60
29:23.7     	4.13  	82.8    	4.57
29:24.6     	4.10  	83.1    	4.54
29:25.5     	4.07  	83.3    	4.50
29:26.4     	4.03  	83.5    	4.47
29:27.3     	4.00  	83.9    	4.44
29:28.1     	3.99  	84.4    	4.41
29:29.0     	3.98  	84.6    	4.38
29:29.9     	3.97  	84.7    	4.36
29:30.9     	3.96  	84.7    	4.33
29:31.8     	3.95  	84.7    	4.30
29:32.7     	3.95  	84.5    	4.28
29:33.6     	3.95  	84.3    	4.25
29:34.5     	3.94  	84.2    	4.23
29:35.4     	3.93  	84.2    	4.20
29:36.2     	3.91  	84.2    	4.18
29:37.2     	3.89  	84.3    	4.16
29:38.1     	3.87  	84.5    	4.14
29:38.9     	3.85  	84.7    	4.11
29:39.8     	3.83  	84.9    	4.09
29:40.7     	3.80  	85.1    	4.07
29:41.6     	3.78  	85.3    	4.05
29:42.5     	3.75  	85.4    	4.03
29:43.4     	3.71  	85.5    	4.00
29:44.3     	3.68  	85.7    	3.98
29:45.2     	3.64  	85.8    	3.96
29:46.2     	3.61  	86.0    	3.94
29:47.0     	3.58  	86.1    	3.92
29:47.9     	3.54  	86.2    	3.90
29:48.8     	3.52  	86.3    	3.87
29:49.7     	3.50  	86.3    	3.85
29:50.6     	3.48  	86.4    	3.83
29:51.5     	3.46  	86.4    	3.80
29:52.4     	3.45  	86.4    	3.78
29:53.3     	3.46  	86.3    	3.76
29:54.2     	3.46  	86.0    	3.74
29:55.1     	3.47  	85.7    	3.72
